numer,r,p,obs,ubb,ibb,hbp,so,bu,hrofb,gb,ld,sofb,ofb,ifb
bu,0.76246765411592021,7.0743268265911748e-149,778,0,0,1,1,1,1,0,0,1,1,0
bu,0.77784921715833144,1.0573191675115871e-158,778,0,0,1,1,1,1,0,0,1,0,1
bu,0.76193370968119012,1.5041382785504244e-148,778,0,0,1,1,1,1,0,0,0,1,1
bu,0.72691930835610441,8.6565652698761906e-129,778,0,0,1,1,1,0,1,1,1,0,0
bu,0.73102827095978995,6.0344652485139647e-131,778,0,0,1,1,1,0,1,1,0,1,0
bu,0.72730365747176251,5.4611496150595746e-129,778,0,0,1,1,1,0,1,1,0,0,1
bu,0.73427054453201546,1.1232514726066524e-132,778,0,0,1,1,1,0,1,0,1,1,0
bu,0.73125348783913979,4.5843122144021154e-131,778,0,0,1,1,1,0,1,0,1,0,1
bu,0.73459191063535834,7.5439612075159919e-133,778,0,0,1,1,1,0,1,0,0,1,1
bu,0.74543201650727486,7.8383295684457722e-139,778,0,0,1,1,1,0,0,1,1,1,0
bu,0.7444135251342896,2.9463520909932576e-138,778,0,0,1,1,1,0,0,1,1,0,1
bu,0.74559765602200712,6.3159730429617987e-139,778,0,0,1,1,1,0,0,1,0,1,1
bu,0.75751240762530381,7.1974617007278679e-146,778,0,0,1,1,1,0,0,0,1,1,1
bu,0.72156605297902976,4.8829242654881507e-126,778,0,0,1,0,1,1,1,1,1,0,0
bu,0.72784585528175771,2.8475784551689063e-129,778,0,0,1,0,1,1,1,1,0,1,0
bu,0.72235377197279416,1.9404161382327524e-126,778,0,0,1,0,1,1,1,1,0,0,1
bu,0.73064178441309502,9.6648318358284256e-131,778,0,0,1,0,1,1,1,0,1,1,0
bu,0.725389612875187,5.3728274937773025e-128,778,0,0,1,0,1,1,1,0,1,0,1
bu,0.73131011098029797,4.2780411539532134e-131,778,0,0,1,0,1,1,1,0,0,1,1
bu,0.742904146378075,2.0724868813758967e-137,778,0,0,1,0,1,1,0,1,1,1,0
bu,0.73720278442731069,2.9085050131742073e-134,778,0,0,1,0,1,1,0,1,1,0,1
bu,0.74359941450973788,8.4524417341799038e-138,778,0,0,1,0,1,1,0,1,0,1,1
bu,0.75881714961824365,1.1813063517905197e-146,778,0,0,1,0,1,1,0,0,1,1,1
bu,0.72435330910090667,1.8377285145889757e-127,778,0,0,1,0,1,0,1,1,1,1,0
bu,0.71751382415501985,5.3545322670719236e-124,778,0,0,1,0,1,0,1,1,1,0,1
bu,0.72502822964814917,8.255186042414542e-128,778,0,0,1,0,1,0,1,1,0,1,1
bu,0.727127920790134,6.7421916400146103e-129,778,0,0,1,0,1,0,1,0,1,1,1
bu,0.73838321908226268,6.5892664034437863e-135,778,0,0,1,0,1,0,0,1,1,1,1
bu,0.73107942699741235,5.6693959909982288e-131,778,0,0,0,1,1,1,1,1,1,0,0
bu,0.73419792019770147,1.2288814851389242e-132,778,0,0,0,1,1,1,1,1,0,1,0
bu,0.73137112811240168,3.9707895081684466e-131,778,0,0,0,1,1,1,1,1,0,0,1
bu,0.73802255706434428,1.0380674311583784e-134,778,0,0,0,1,1,1,1,0,1,1,0
bu,0.73629202725428489,9.0951336277295416e-134,778,0,0,0,1,1,1,1,0,1,0,1
bu,0.73826360455980033,7.661922097940445e-135,778,0,0,0,1,1,1,1,0,0,1,1
bu,0.74999713826689784,1.9165323220769013e-141,778,0,0,0,1,1,1,0,1,1,1,0
bu,0.75123587211150678,3.6646633539395572e-142,778,0,0,0,1,1,1,0,1,1,0,1
bu,0.75003238115088833,1.8286615291578964e-141,778,0,0,0,1,1,1,0,1,0,1,1
bu,0.76305497299322422,3.078458709571023e-149,778,0,0,0,1,1,1,0,0,1,1,1
bu,0.73136855975694137,3.9832677004488852e-131,778,0,0,0,1,1,0,1,1,1,1,0
bu,0.72768216899786453,3.4667772598449684e-129,778,0,0,0,1,1,0,1,1,1,0,1
bu,0.73171078721791571,2.6213997943823898e-131,778,0,0,0,1,1,0,1,1,0,1,1
bu,0.73502688442442132,4.397485635221532e-133,778,0,0,0,1,1,0,1,0,1,1,1
bu,0.74630095839917909,2.5201415247466279e-139,778,0,0,0,1,1,0,0,1,1,1,1
bu,0.72822164218069196,1.8116103696793408e-129,778,0,0,0,0,1,1,1,1,1,1,0
bu,0.72276372873203765,1.1988428796361861e-126,778,0,0,0,0,1,1,1,1,1,0,1
bu,0.72880020290485814,9.0162409001570796e-130,778,0,0,0,0,1,1,1,1,0,1,1
bu,0.73180457546929745,2.3371536512606541e-131,778,0,0,0,0,1,1,1,0,1,1,1
bu,0.74449577504748998,2.6481730558502296e-138,778,0,0,0,0,1,1,0,1,1,1,1
bu,0.72540517946617411,5.2742614996763364e-128,778,0,0,0,0,1,0,1,1,1,1,1
bu,0.73748992581087636,2.0283133027979224e-134,778,1,1,1,1,1,1,1,0,0,0,0
bu,0.75084721885522065,6.1647425774380326e-142,778,1,1,1,1,1,1,0,1,0,0,0
bu,0.77291622380807523,1.8180185735517484e-155,778,1,1,1,1,1,1,0,0,1,0,0
bu,0.7605336673189933,1.0769573261811982e-147,778,1,1,1,1,1,1,0,0,0,1,0
bu,0.77043123201921926,7.2210102017833171e-154,778,1,1,1,1,1,1,0,0,0,0,1
bu,0.72947139171893594,4.0039157650276401e-130,778,1,1,1,1,1,0,1,1,0,0,0
bu,0.73361829554478331,2.5152258034872127e-132,778,1,1,1,1,1,0,1,0,1,0,0
bu,0.73593102890686501,1.4272452986162969e-133,778,1,1,1,1,1,0,1,0,0,1,0
bu,0.7336643103377386,2.3763593437359058e-132,778,1,1,1,1,1,0,1,0,0,0,1
bu,0.74612330386654424,3.1793688044266946e-139,778,1,1,1,1,1,0,0,1,1,0,0
bu,0.74613723350746264,3.1219883222144898e-139,778,1,1,1,1,1,0,0,1,0,1,0
bu,0.74576777804946826,5.0587492062899686e-139,778,1,1,1,1,1,0,0,1,0,0,1
bu,0.75678479670712362,1.9619294633282559e-145,778,1,1,1,1,1,0,0,0,1,1,0
bu,0.7651350439199428,1.5850618322182499e-150,778,1,1,1,1,1,0,0,0,1,0,1
bu,0.75633775964576366,3.6265209057999939e-145,778,1,1,1,1,1,0,0,0,0,1,1
bu,0.72457421711741121,1.414613072680144e-127,778,1,1,1,0,1,1,1,1,0,0,0
bu,0.7277842213835839,3.0666073944144982e-129,778,1,1,1,0,1,1,1,0,1,0,0
bu,0.73250120530554286,9.9491410871031693e-132,778,1,1,1,0,1,1,1,0,0,1,0
bu,0.72821789355730393,1.8198085564236475e-129,778,1,1,1,0,1,1,1,0,0,0,1
bu,0.73887560232196869,3.5385834518373374e-135,778,1,1,1,0,1,1,0,1,1,0,0
bu,0.74337044813021469,1.1360443625105914e-137,778,1,1,1,0,1,1,0,1,0,1,0
bu,0.739391556230234,1.8417862159175213e-135,778,1,1,1,0,1,1,0,1,0,0,1
bu,0.75554283195729577,1.0777140471418577e-144,778,1,1,1,0,1,1,0,0,1,1,0
bu,0.7635207369153173,1.5886202467166354e-149,778,1,1,1,0,1,1,0,0,1,0,1
bu,0.75557324097399303,1.0338141111676576e-144,778,1,1,1,0,1,1,0,0,0,1,1
bu,0.72033244453033229,2.0585108743923714e-125,778,1,1,1,0,1,0,1,1,1,0,0
bu,0.72653376873914044,1.3730400469400654e-128,778,1,1,1,0,1,0,1,1,0,1,0
bu,0.72093172355078972,1.0242730743402357e-125,778,1,1,1,0,1,0,1,1,0,0,1
bu,0.72879744598535157,9.0463084096348012e-130,778,1,1,1,0,1,0,1,0,1,1,0
bu,0.72291681042673317,1.0013210759384585e-126,778,1,1,1,0,1,0,1,0,1,0,1
bu,0.72933402760267463,4.7284787763791642e-130,778,1,1,1,0,1,0,1,0,0,1,1
bu,0.73890457128891363,3.4113376596339001e-135,778,1,1,1,0,1,0,0,1,1,1,0
bu,0.73166783392915702,2.7628338538749037e-131,778,1,1,1,0,1,0,0,1,1,0,1
bu,0.7394479092889944,1.7148428686492698e-135,778,1,1,1,0,1,0,0,1,0,1,1
bu,0.75018312243053409,1.4959363547855364e-141,778,1,1,1,0,1,0,0,0,1,1,1
bu,0.73308239816669918,4.869119735073036e-132,778,1,1,0,1,1,1,1,1,0,0,0
bu,0.73796147713259541,1.1210421654227496e-134,778,1,1,0,1,1,1,1,0,1,0,0
bu,0.73922935220070152,2.2618619221751344e-135,778,1,1,0,1,1,1,1,0,0,1,0
bu,0.73793657380227962,1.1567394208286717e-134,778,1,1,0,1,1,1,1,0,0,0,1
bu,0.75166809364117027,2.0527644452060061e-142,778,1,1,0,1,1,1,0,1,1,0,0
bu,0.75002968494413336,1.835239752506562e-141,778,1,1,0,1,1,1,0,1,0,1,0
bu,0.75119326376958284,3.8798775606004198e-142,778,1,1,0,1,1,1,0,1,0,0,1
bu,0.76148737927139831,2.821449997438422e-148,778,1,1,0,1,1,1,0,0,1,1,0
bu,0.77212462806529547,5.904259767255054e-155,778,1,1,0,1,1,1,0,0,1,0,1
bu,0.7609414180011782,6.0788465533392291e-148,778,1,1,0,1,1,1,0,0,0,1,1
bu,0.72982159976556005,2.6188912062547461e-130,778,1,1,0,1,1,0,1,1,1,0,0
bu,0.73297917175253902,5.5287772190560211e-132,778,1,1,0,1,1,0,1,1,0,1,0
bu,0.73003405770806262,2.023612961993241e-130,778,1,1,0,1,1,0,1,1,0,0,1
bu,0.73633158999306625,8.6565201237976587e-134,778,1,1,0,1,1,0,1,0,1,1,0
bu,0.73413472667480939,1.3288128099487913e-132,778,1,1,0,1,1,0,1,0,1,0,1
bu,0.73651824565457058,6.8551403029107538e-134,778,1,1,0,1,1,0,1,0,0,1,1
bu,0.74676533876638174,1.3716292474782258e-139,778,1,1,0,1,1,0,0,1,1,1,0
bu,0.74659074678439474,1.7243708909649628e-139,778,1,1,0,1,1,0,0,1,1,0,1
bu,0.74677459975575988,1.3550715920674561e-139,778,1,1,0,1,1,0,0,1,0,1,1
bu,0.75729949518417439,9.6555158101544896e-146,778,1,1,0,1,1,0,0,0,1,1,1
bu,0.72494636795526801,9.0978213107786181e-128,778,1,1,0,0,1,1,1,1,1,0,0
bu,0.72995896685153649,2.2167731635573213e-130,778,1,1,0,0,1,1,1,1,0,1,0
bu,0.72544290314203508,5.0428079162770615e-128,778,1,1,0,0,1,1,1,1,0,0,1
bu,0.732945377935322,5.7635177263299806e-132,778,1,1,0,0,1,1,1,0,1,1,0
bu,0.72873649844357247,9.7371337828344827e-130,778,1,1,0,0,1,1,1,0,1,0,1
bu,0.73338778642720137,3.342390219388919e-132,778,1,1,0,0,1,1,1,0,0,1,1
bu,0.74413822094315607,4.2097569797445638e-138,778,1,1,0,0,1,1,0,1,1,1,0
bu,0.74043127316253399,4.9171440891645448e-136,778,1,1,0,0,1,1,0,1,1,0,1
bu,0.7445099624101208,2.5998699667231313e-138,778,1,1,0,0,1,1,0,1,0,1,1
bu,0.75685322917914466,1.7856216446748264e-145,778,1,1,0,0,1,1,0,0,1,1,1
bu,0.72688091091099705,9.0638654984789255e-129,778,1,1,0,0,1,0,1,1,1,1,0
bu,0.72130365782237937,6.6355509542533806e-126,778,1,1,0,0,1,0,1,1,1,0,1
bu,0.72736667939321198,5.0634576155922144e-129,778,1,1,0,0,1,0,1,1,0,1,1
bu,0.72978287628413474,2.7448443804616628e-130,778,1,1,0,0,1,0,1,0,1,1,1
bu,0.74022864635084862,6.3635807361722089e-136,778,1,1,0,0,1,0,0,1,1,1,1
bu,0.73235027970940869,1.1974044935596187e-131,778,1,0,1,1,1,1,1,1,0,0,0
bu,0.73703130230241198,3.6062427081501435e-134,778,1,0,1,1,1,1,1,0,1,0,0
bu,0.73851991085802771,5.5455016581691034e-135,778,1,0,1,1,1,1,1,0,0,1,0
bu,0.73702078783690317,3.6540837595535245e-134,778,1,0,1,1,1,1,1,0,0,0,1
bu,0.7503956167907565,1.1268230536055395e-141,778,1,0,1,1,1,1,0,1,1,0,0
bu,0.74913424926031102,6.032633796928869e-141,778,1,0,1,1,1,1,0,1,0,1,0
bu,0.74994606245047479,2.0513979884782972e-141,778,1,0,1,1,1,1,0,1,0,0,1
bu,0.76024401863821522,1.615596237625497e-147,778,1,0,1,1,1,1,0,0,1,1,0
bu,0.76993645640232644,1.4947132166463476e-153,778,1,0,1,1,1,1,0,0,1,0,1
bu,0.75971923332496694,3.3636858025578125e-147,778,1,0,1,1,1,1,0,0,0,1,1
bu,0.72905741114162637,6.6077348834567368e-130,778,1,0,1,1,1,0,1,1,1,0,0
bu,0.73236925610971704,1.1698440621424157e-131,778,1,0,1,1,1,0,1,1,0,1,0
bu,0.72928194864848539,5.0361296369472454e-130,778,1,0,1,1,1,0,1,1,0,0,1
bu,0.73559385057086224,2.1726256328847768e-133,778,1,0,1,1,1,0,1,0,1,1,0
bu,0.73317511526003465,4.3437766169382535e-132,778,1,0,1,1,1,0,1,0,1,0,1
bu,0.73578970819112988,1.7022282947760728e-133,778,1,0,1,1,1,0,1,0,0,1,1
bu,0.74582544102287129,4.6919330628407369e-139,778,1,0,1,1,1,0,0,1,1,1,0
bu,0.74526869474047142,9.6966824396237378e-139,778,1,0,1,1,1,0,0,1,1,0,1
bu,0.74585015758306361,4.5429330350428497e-139,778,1,0,1,1,1,0,0,1,0,1,1
bu,0.75601014668818645,5.68399320287431e-145,778,1,0,1,1,1,0,0,0,1,1,1
bu,0.72410813630020177,2.4562801350961413e-127,778,1,0,1,0,1,1,1,1,1,0,0
bu,0.72929621610710349,4.9499157172349844e-130,778,1,0,1,0,1,1,1,1,0,1,0
bu,0.72461638325034217,1.3456531786078054e-127,778,1,0,1,0,1,1,1,1,0,0,1
bu,0.73212852683854013,1.5716406596716117e-131,778,1,0,1,0,1,1,1,0,1,1,0
bu,0.72764785904435036,3.6126765753476071e-129,778,1,0,1,0,1,1,1,0,1,0,1
bu,0.73257962580436442,9.0356538082888358e-132,778,1,0,1,0,1,1,1,0,0,1,1
bu,0.74306295140102929,1.6890236088083337e-137,778,1,0,1,0,1,1,0,1,1,1,0
bu,0.73888107159380678,3.5142028678076877e-135,778,1,0,1,0,1,1,0,1,1,0,1
bu,0.74345061526205891,1.0243540650232769e-137,778,1,0,1,0,1,1,0,1,0,1,1
bu,0.75528592097833547,1.5310412253501002e-144,778,1,0,1,0,1,1,0,0,1,1,1
bu,0.72618704668206513,2.0775760383715878e-128,778,1,0,1,0,1,0,1,1,1,1,0
bu,0.72042821583631234,1.8414583225234616e-125,778,1,0,1,0,1,0,1,1,1,0,1
bu,0.72668171816210447,1.1503897798423387e-128,778,1,0,1,0,1,0,1,1,0,1,1
bu,0.72893240388815395,7.6854795575524855e-130,778,1,0,1,0,1,0,1,0,1,1,1
bu,0.73909557656448444,2.6791968695504824e-135,778,1,0,1,0,1,0,0,1,1,1,1
bu,0.73270510213602702,7.7447113272651306e-132,778,1,0,0,1,1,1,1,1,1,0,0
bu,0.73523201991455989,3.4080161023071917e-133,778,1,0,0,1,1,1,1,1,0,1,0
bu,0.73286760494822034,6.3421574342481857e-132,778,1,0,0,1,1,1,1,1,0,0,1
bu,0.73891985375185343,3.3460573138718461e-135,778,1,0,0,1,1,1,1,0,1,1,0
bu,0.73749576721561549,2.0134853137769792e-134,778,1,0,0,1,1,1,1,0,1,0,1
bu,0.73905917343981176,2.8054862747177512e-135,778,1,0,0,1,1,1,1,0,0,1,1
bu,0.74975251026791512,2.6540147448066908e-141,778,1,0,0,1,1,1,0,1,1,1,0
bu,0.75076407614858287,6.8894126429420013e-142,778,1,0,0,1,1,1,0,1,1,0,1
bu,0.74969365881083472,2.8700738491870003e-141,778,1,0,0,1,1,1,0,1,0,1,1
bu,0.76065605553164028,9.0719207109788428e-148,778,1,0,0,1,1,1,0,0,1,1,1
bu,0.7326884275415334,7.905057091205458e-132,778,1,0,0,1,1,0,1,1,1,1,0
bu,0.72963584402931636,3.2805364147411499e-130,778,1,0,0,1,1,0,1,1,1,0,1
bu,0.73292943048837145,5.8777157258863624e-132,778,1,0,0,1,1,0,1,1,0,1,1
bu,0.73619128171592318,1.0314627585255104e-133,778,1,0,0,1,1,0,1,0,1,1,1
bu,0.74647288836688308,2.0122431385070634e-139,778,1,0,0,1,1,0,0,1,1,1,1
bu,0.72964434967396685,3.2468870768417111e-130,778,1,0,0,0,1,1,1,1,1,1,0
bu,0.72499720402491852,8.5649825284987244e-128,778,1,0,0,0,1,1,1,1,1,0,1
bu,0.73006985461706619,1.9375272067012168e-130,778,1,0,0,0,1,1,1,1,0,1,1
bu,0.7330277084521043,5.2081981585471727e-132,778,1,0,0,0,1,1,1,0,1,1,1
bu,0.74421216696681169,3.8251759341191601e-138,778,1,0,0,0,1,1,0,1,1,1,1
bu,0.72703200593560369,7.5634459568411049e-129,778,1,0,0,0,1,0,1,1,1,1,1
bu,0.73173188449798532,2.5545972953987502e-131,778,0,1,1,1,1,1,1,1,0,0,0
bu,0.73687112610927497,4.4077500060591094e-134,778,0,1,1,1,1,1,1,0,1,0,0
bu,0.73847431263485874,5.8739503499397813e-135,778,0,1,1,1,1,1,1,0,0,1,0
bu,0.73695684711955189,3.9589377765079548e-134,778,0,1,1,1,1,1,1,0,0,0,1
bu,0.75191131067516814,1.4807375872523128e-142,778,0,1,1,1,1,1,0,1,1,0,0
bu,0.7501968663900902,1.4687829764411257e-141,778,0,1,1,1,1,1,0,1,0,1,0
bu,0.75152036122199528,2.5028014747666098e-142,778,0,1,1,1,1,1,0,1,0,0,1
bu,0.76339478346614598,1.9001234924652407e-149,778,0,1,1,1,1,1,0,0,1,1,0
bu,0.77881197585797846,2.4156665405221292e-159,778,0,1,1,1,1,1,0,0,1,0,1
bu,0.76283621306161709,4.1980701461579202e-149,778,0,1,1,1,1,1,0,0,0,1,1
bu,0.72806138685742572,2.1971770625808267e-129,778,0,1,1,1,1,0,1,1,1,0,0
bu,0.73186420726393198,2.1726189411996953e-131,778,0,1,1,1,1,0,1,1,0,1,0
bu,0.72840970566183938,1.4442641449822263e-129,778,0,1,1,1,1,0,1,1,0,0,1
bu,0.73524302839389855,3.3616919315169286e-133,778,0,1,1,1,1,0,1,0,1,1,0
bu,0.73259843429137395,8.8292897189288135e-132,778,0,1,1,1,1,0,1,0,1,0,1
bu,0.73553558643214256,2.3360920738718679e-133,778,0,1,1,1,1,0,1,0,0,1,1
bu,0.74645302951353909,2.0652589670301088e-139,778,0,1,1,1,1,0,0,1,1,1,0
bu,0.74593203537574948,4.0822169755710292e-139,778,0,1,1,1,1,0,0,1,1,0,1
bu,0.74658326390481355,1.7413609710214624e-139,778,0,1,1,1,1,0,0,1,0,1,1
bu,0.75857726584143648,1.6482784438993187e-146,778,0,1,1,1,1,0,0,0,1,1,1
bu,0.72303922684350874,8.6698038905162082e-127,778,0,1,1,0,1,1,1,1,1,0,0
bu,0.72885165344993752,8.4730289178323599e-130,778,0,1,1,0,1,1,1,1,0,1,0
bu,0.72376528739313839,3.6833445666183946e-127,778,0,1,1,0,1,1,1,1,0,0,1
bu,0.73186865107543553,2.1608301617178756e-131,778,0,1,1,0,1,1,1,0,1,1,0
bu,0.7272526981655445,5.8053596698571778e-129,778,0,1,1,0,1,1,1,0,1,0,1
bu,0.73248879051613414,1.0101961915652691e-131,778,0,1,1,0,1,1,1,0,0,1,1
bu,0.74426436334900492,3.574987655919309e-138,778,0,1,1,0,1,1,0,1,1,1,0
bu,0.73977036317479627,1.1392031396891947e-135,778,0,1,1,0,1,1,0,1,1,0,1
bu,0.74488853017497636,1.5901143708628038e-138,778,0,1,1,0,1,1,0,1,0,1,1
bu,0.76029466074676721,1.5050662879516123e-147,778,0,1,1,0,1,1,0,0,1,1,1
bu,0.72545361359318727,4.9789581645315078e-128,778,0,1,1,0,1,0,1,1,1,1,0
bu,0.71909962171638009,8.6033498859182383e-125,778,0,1,1,0,1,0,1,1,1,0,1
bu,0.72609033394915234,2.3317419761875877e-128,778,0,1,1,0,1,0,1,1,0,1,1
bu,0.72844184955788416,1.3893660185510912e-129,778,0,1,1,0,1,0,1,0,1,1,1
bu,0.73988511209904873,9.8475494026928906e-136,778,0,1,1,0,1,0,0,1,1,1,1
bu,0.73211681807255002,1.5943600963152075e-131,778,0,1,0,1,1,1,1,1,1,0,0
bu,0.73497230106936173,4.7059066373609402e-133,778,0,1,0,1,1,1,1,1,0,1,0
bu,0.73237781854800932,1.1576161955362587e-131,778,0,1,0,1,1,1,1,1,0,0,1
bu,0.73890939926504873,3.3905785893005957e-135,778,0,1,0,1,1,1,1,0,1,1,0
bu,0.73748601988511364,2.0382888639350192e-134,778,0,1,0,1,1,1,1,0,1,0,1
bu,0.73912566434703908,2.5791040059373843e-135,778,0,1,0,1,1,1,1,0,0,1,1
bu,0.75089455336539945,5.786647897339421e-142,778,0,1,0,1,1,1,0,1,1,1,0
bu,0.75249450631306736,6.7552995869875398e-143,778,0,1,0,1,1,1,0,1,1,0,1
bu,0.75090170109192,5.7315979921372413e-142,778,0,1,0,1,1,1,0,1,0,1,1
bu,0.76394434939871125,8.692225077096481e-150,778,0,1,0,1,1,1,0,0,1,1,1
bu,0.73220515696639221,1.4307082369993314e-131,778,0,1,0,1,1,0,1,1,1,1,0
bu,0.72879050428436343,9.1224591501653484e-130,778,0,1,0,1,1,0,1,1,1,0,1
bu,0.7325255442897276,9.6561909321585824e-132,778,0,1,0,1,1,0,1,1,0,1,1
bu,0.7359707910185056,1.3581890518258211e-133,778,0,1,0,1,1,0,1,0,1,1,1
bu,0.74728239007644448,6.9566984596838733e-140,778,0,1,0,1,1,0,0,1,1,1,1
bu,0.72922856918101886,5.3721650684014477e-130,778,0,1,0,0,1,1,1,1,1,1,0
bu,0.72418015974626193,2.2556855213434942e-127,778,0,1,0,0,1,1,1,1,1,0,1
bu,0.72977432899182082,2.7734486313085856e-130,778,0,1,0,0,1,1,1,1,0,1,1
bu,0.73298398062565406,5.496156980235959e-132,778,0,1,0,0,1,1,1,0,1,1,1
bu,0.74577630280359941,5.0027718581146287e-139,778,0,1,0,0,1,1,0,1,1,1,1
bu,0.72646851932462031,1.4844128805153492e-128,778,0,1,0,0,1,0,1,1,1,1,1
bu,0.7313032720842223,4.3139218201496421e-131,778,0,0,1,1,1,1,1,1,1,0,0
bu,0.73433247551186787,1.0403539448396134e-132,778,0,0,1,1,1,1,1,1,0,1,0
bu,0.73157950653854931,3.0780105096797156e-131,778,0,0,1,1,1,1,1,1,0,0,1
bu,0.73812560313427755,9.1172177861466037e-135,778,0,0,1,1,1,1,1,0,1,1,0
bu,0.73644359914348334,7.5257357490954035e-134,778,0,0,1,1,1,1,1,0,1,0,1
bu,0.73835335429395088,6.8421774727519178e-135,778,0,0,1,1,1,1,1,0,0,1,1
bu,0.74987505639958374,2.2547382280191538e-141,778,0,0,1,1,1,1,0,1,1,1,0
bu,0.75098860579828508,5.1025929407811958e-142,778,0,0,1,1,1,1,0,1,1,0,1
bu,0.74990313257948904,2.1720403653310222e-141,778,0,0,1,1,1,1,0,1,0,1,1
bu,0.76249167764892067,6.8379368881613855e-149,778,0,0,1,1,1,1,0,0,1,1,1
bu,0.73153969168770427,3.2315565083949827e-131,778,0,0,1,1,1,0,1,1,1,1,0
bu,0.72795394917092382,2.5004173018194219e-129,778,0,0,1,1,1,0,1,1,1,0,1
bu,0.73186989111795153,2.1575518993342038e-131,778,0,0,1,1,1,0,1,1,0,1,1
bu,0.7351649718904355,3.7042129440834936e-133,778,0,0,1,1,1,0,1,0,1,1,1
bu,0.74622901122780483,2.7688817088458775e-139,778,0,0,1,1,1,0,0,1,1,1,1
bu,0.72849592906435479,1.3016558454841303e-129,778,0,0,1,0,1,1,1,1,1,1,0
bu,0.72324650700004767,6.791979825199552e-127,778,0,0,1,0,1,1,1,1,1,0,1
bu,0.72905275415672266,6.645043011717684e-130,778,0,0,1,0,1,1,1,1,0,1,1
bu,0.73207398076502439,1.6803047109983522e-131,778,0,0,1,0,1,1,1,0,1,1,1
bu,0.74452950204896673,2.5347781599831488e-138,778,0,0,1,0,1,1,0,1,1,1,1
bu,0.72570907992867273,3.6733680408932317e-128,778,0,0,1,0,1,0,1,1,1,1,1
bu,0.73467367689644392,6.816686427201428e-133,778,0,0,0,1,1,1,1,1,1,1,0
bu,0.73196536483467656,1.9194767049405531e-131,778,0,0,0,1,1,1,1,1,1,0,1
bu,0.73494494586558035,4.868489714860841e-133,778,0,0,0,1,1,1,1,1,0,1,1
bu,0.7387875208695589,3.9552640514341521e-135,778,0,0,0,1,1,1,1,0,1,1,1
bu,0.75058984938641793,8.6949064148726171e-142,778,0,0,0,1,1,1,0,1,1,1,1
bu,0.7322109238673673,1.4206264117653929e-131,778,0,0,0,1,1,0,1,1,1,1,1
bu,0.7294312347505677,4.2034619852138447e-130,778,0,0,0,0,1,1,1,1,1,1,1
bu,0.73324373112166596,3.9917183576293204e-132,778,1,1,1,1,1,1,1,1,0,0,0
bu,0.73806353251530643,9.8586254165137735e-135,778,1,1,1,1,1,1,1,0,1,0,0
bu,0.73929604284332551,2.078683086297362e-135,778,1,1,1,1,1,1,1,0,0,1,0
bu,0.73802764312737268,1.031440691448336e-134,778,1,1,1,1,1,1,1,0,0,0,1
bu,0.75143404453282014,2.8099404964530487e-142,778,1,1,1,1,1,1,0,1,1,0,0
bu,0.74990576231481754,2.1644510816207663e-141,778,1,1,1,1,1,1,0,1,0,1,0
bu,0.75096405617412021,5.2729596156000016e-142,778,1,1,1,1,1,1,0,1,0,0,1
bu,0.76102320069746276,5.4193102404411071e-148,778,1,1,1,1,1,1,0,0,1,1,0
bu,0.7707722816512006,4.3686092960701996e-154,778,1,1,1,1,1,1,0,0,1,0,1
bu,0.76048826610724096,1.1476867986571858e-147,778,1,1,1,1,1,1,0,0,0,1,1
bu,0.73003247403140781,2.0275082459206726e-130,778,1,1,1,1,1,0,1,1,1,0,0
bu,0.73310992848747136,4.7068465925713648e-132,778,1,1,1,1,1,0,1,1,0,1,0
bu,0.73023262668207767,1.5898711680741601e-130,778,1,1,1,1,1,0,1,1,0,0,1
bu,0.73643693685320188,7.588673664652476e-134,778,1,1,1,1,1,0,1,0,1,1,0
bu,0.73429381233702717,1.0913615601325655e-132,778,1,1,1,1,1,0,1,0,1,0,1
bu,0.73661263177168779,6.0917972097851863e-134,778,1,1,1,1,1,0,1,0,0,1,1
bu,0.7466843912475023,1.5252103016399651e-139,778,1,1,1,1,1,0,0,1,1,1,0
bu,0.74645079967315286,2.0712980581336895e-139,778,1,1,1,1,1,0,0,1,1,0,1
bu,0.7466876675075933,1.5186738287997167e-139,778,1,1,1,1,1,0,0,1,0,1,1
bu,0.75689242761319198,1.6918391681008291e-145,778,1,1,1,1,1,0,0,0,1,1,1
bu,0.72533855310794615,5.7091960947918871e-128,778,1,1,1,0,1,1,1,1,1,0,0
bu,0.73017713861257216,1.7007755062887266e-130,778,1,1,1,0,1,1,1,1,0,1,0
bu,0.72580752629481871,3.2668447208813079e-128,778,1,1,1,0,1,1,1,1,0,0,1
bu,0.73317129939571202,4.3642390449313626e-132,778,1,1,1,0,1,1,1,0,1,1,0
bu,0.72914526051778494,5.9417865941629641e-130,778,1,1,1,0,1,1,1,0,1,0,1
bu,0.7335901145693009,2.6042340686577461e-132,778,1,1,1,0,1,1,1,0,0,1,1
bu,0.74416962003083065,4.0419611596619681e-138,778,1,1,1,0,1,1,0,1,1,1,0
bu,0.7406769823941346,3.5956097569156581e-136,778,1,1,1,0,1,1,0,1,1,0,1
bu,0.74451685289340008,2.5767279741864288e-138,778,1,1,1,0,1,1,0,1,0,1,1
bu,0.75646578345666993,3.0418682907208042e-145,778,1,1,1,0,1,1,0,0,1,1,1
bu,0.72714228873775977,6.627069088763386e-129,778,1,1,1,0,1,0,1,1,1,1,0
bu,0.72174863909654385,3.9437110408087042e-126,778,1,1,1,0,1,0,1,1,1,0,1
