fg_id,fg_name,role,fg_last,fg_first,bbm_id,bbm_last,bbm_first,yh_id,yh_last,yh_first,yh_team,yh_pos,howe_id,mlb_id
1368,Andrew Bailey,pit,Bailey,Andrew,5762,Bailey,Andrew,8440,Bailey,Andrew,BOS,RP,BAILEY19840531A,457732
1370,Charlie Furbush,pit,Furbush,Charlie,6217,Furbush,Charlie,8869,Furbush,Charlie,SEA,RP,FURBUSH19860411A,518703
1386,Alex Cora,bat,Cora,Alex,,,,,,,,,,133321
1392,Mark DeRosa,bat,DeRosa,Mark,1241,DeRosa,Mark,6094,DeRosa,Mark,TOR,3B/OF,,136660
1397,Jason Lane,pit,Lane,Jason,2715,Lane,Jason,6855,Lane,Jason,,P,,407835
1399,Jason Michaels,bat,Michaels,Jason,,,,,,,,,,346859
1400,Luis Ugueto,bat,Ugueto,Luis,,,,,,,,,,407899
1404,Hiram Bocachica,bat,Bocachica,Hiram,,,,,,,,,,150375
1405,Cory Aldridge,bat,Aldridge,Cory,,,,,,,,,,400139
1412,Miguel Cairo,bat,Cairo,Miguel,734,Cairo,Miguel,5586,Cairo,Miguel,CIN,1B/3B,,111867
1417,Ramon Santiago,bat,Santiago,Ramon,4447,Santiago,Ramon,6933,Santiago,Ramon,DET,2B/3B/SS,,421124
1429,Nick Punto,bat,Punto,Nick,3989,Punto,Nick,6793,Punto,Nick,LAD,2B/SS,,346857
1433,Wilson Ramos,bat,Ramos,Wilson,5683,Ramos,Wilson,8620,Ramos,Wilson,WAS,C,RAMOS19870810A,467092
1435,Lorenzo Barcelo,pit,Barcelo,Lorenzo,,,,,,,,,,150311
1437,Joaquin Benoit,pit,Benoit,Joaquin,366,Benoit,Joaquin,6659,Benoit,Joaquin,DET,RP,BENOIT19770726A,276542
1439,Bryan Corey,pit,Corey,Bryan,,,,,,,,,,132241
1442,Chad Durbin,pit,Durbin,Chad,1373,Durbin,Chad,6371,Durbin,Chad,PHI,RP,,239795
1443,Mark Ellis,bat,Ellis,Mark,1423,Ellis,Mark,6899,Ellis,Mark,LAD,2B,,407885
1449,Esteban German,bat,German,Esteban,,,,,,,,,,407397
1451,Aaron Harang,pit,Harang,Aaron,2017,Harang,Aaron,6936,Harang,Aaron,LAD,SP,HARANG19780509A,421685
1458,Mendy Lopez,bat,Lopez,Mendy,,,,,,,,,,133741
1461,Henry Mateo,bat,Mateo,Henry,,,,,,,,,,400116
1467,Guillermo Mota,pit,Mota,Guillermo,3430,Mota,Guillermo,,,,,,,150407
1469,Pablo Ozuna,bat,Ozuna,Pablo,,,,,,,,,,150367
1475,Jon Rauch,pit,Rauch,Jon,4071,Rauch,Jon,6620,Rauch,Jon,MIA,RP,,400010
1478,Felix Doubront,pit,Doubront,Felix,5559,Doubront,Felix,8746,Doubront,Felix,BOS,SP,DOUBRONT19871023A,467094
1480,Chris Snelling,bat,Snelling,Chris,,,,,,,,,,421684
1488,Andres Torres,bat,Torres,Andres,4992,Torres,Andres,6901,Torres,Andres,SF,OF,,400083
1491,Ty Wigginton,bat,Wigginton,Ty,5306,Wigginton,Ty,6930,Wigginton,Ty,STL,1B/3B,,421064
1501,Alexis Gomez,bat,Gomez,Alexis,,,,,,,,,,346796
1502,Nick Green,bat,Green,Nick,1876,Green,Nick,6888,Green,Nick,,SS,,407797
1505,Alex Herrera,pit,Herrera,Alex,,,,,,,,,,407789
1507,John Lackey,pit,Lackey,John,2689,Lackey,John,6953,Lackey,John,BOS,SP,LACKEY19781023A,407793
1514,Oliver Perez,pit,Perez,Oliver,3843,Perez,Oliver,6945,Perez,Oliver,SEA,RP,PEREZ19810815A,424144
1525,Sandy Rosario,pit,Rosario,Sandy,6187,Rosario,Sandy,8834,Rosario,Sandy,SF,RP,,466459
1528,Runelvys Hernandez,pit,Hernandez,Runelvys,,,,,,,,,,424465
1534,Michael Cuddyer,bat,Cuddyer,Michael,1108,Cuddyer,Michael,6637,Cuddyer,Michael,COL,1B/OF,CUDDYER19790327A,150212
1537,Karim Garcia,bat,Garcia,Karim,,,,,,,,,,114588
1550,Ruben Rivera,bat,Rivera,Ruben,,,,,,,,,,121252
1551,David Ross,bat,Ross,David,4314,Ross,David,6956,Ross,David,BOS,C,ROSS19770319A,424325
1554,DeWayne Wise,bat,Wise,DeWayne,5385,Wise,Dewayne,6442,Wise,Dewayne,CWS,OF,,276547
1555,Marco Scutaro,bat,Scutaro,Marco,4516,Scutaro,Marco,6966,Scutaro,Marco,SF,2B,,340192
1556,Wil Nieves,bat,Nieves,Wil,3564,Nieves,Wil,6968,Nieves,Wil,ARI,C,,408242
1559,Victor Alvarez,pit,Alvarez,Victor,,,,,,,,,,407874
1564,Jack Cust,bat,Cust,Jack,,,,,,,,,,400091
1571,Aaron Cook,pit,Cook,Aaron,1004,Cook,Aaron,6981,Cook,Aaron,PHI,SP,,346871
1572,Coco Crisp,bat,Crisp,Coco,1081,Crisp,Coco,6983,Crisp,Coco,OAK,OF,CRISP19791101A,424825
1573,Travis Hafner,bat,Hafner,Travis,1968,Hafner,Travis,6980,Hafner,Travis,NYY,1B,,400098
1574,Mark Hendrickson,pit,Hendrickson,Mark,,,,,,,,,,424805
1578,Josh Bard,bat,Bard,Josh,,,,,,,,,,408036
1580,Chone Figgins,bat,Figgins,Chone,1529,Figgins,Chone,6986,Figgins,Chone,,3B,,408210
1581,Sean Doolittle,pit,Doolittle,Sean,6032,Doolittle,Sean,8641,Doolittle,Sean,OAK,RP,DOOLITTLE19860926A,448281
1587,Tony Alvarez,bat,Alvarez,Tony,,,,,,,,,,407887
1591,Jamey Carroll,bat,Carroll,Jamey,800,Carroll,Jamey,7024,Carroll,Jamey,MIN,2B/3B,,425206
1595,Humberto Cota,bat,Cota,Humberto,,,,,,,,,,276521
1601,Pedro Feliciano,pit,Feliciano,Pedro,1511,Feliciano,Pedro,6995,Feliciano,Pedro,NYM,RP,,408230
1603,Franklyn German,pit,German,Franklyn,,,,,,,,,,407883
1605,Bill Hall,bat,Hall,Bill,1977,Hall,Bill,6992,Hall,Bill,LAA,2B,,407849
1609,Omar Infante,bat,Infante,Omar,2349,Infante,Omar,7016,Infante,Omar,DET,2B,INFANTE19811226A,408299
1611,Eric Junge,pit,Junge,Eric,,,,,,,,,,407784
1613,Shane Loux,pit,Loux,Shane,,,,7019,Loux,Shane,,RP,,400076
1617,Lyle Overbay,bat,Overbay,Lyle,3692,Overbay,Lyle,6639,Overbay,Lyle,BOS,1B,,407489
1620,Nate Robertson,pit,Robertson,Nate,,,,,,,,,,425146
1624,Freddy Sanchez,bat,Sanchez,Freddy,,,,,,,,,,408108
1636,Cliff Lee,pit,Lee,Cliff,2769,Lee,Cliff,7026,Lee,Cliff,PHI,SP,LEE19780830A,424324
1638,Miguel Olivo,bat,Olivo,Miguel,3640,Olivo,Miguel,7028,Olivo,Miguel,CIN,C,,400018
1642,Francisco Rodriguez,pit,Rodriguez,Francisco,4240,Rodriguez,Francisco,7029,Rodriguez,Francisco,MIL,RP,RODRIGUEZ19820107A,408061
1646,Brian Tallet,pit,Tallet,Brian,,,,,,,,,,425226
1650,Luis Ayala,pit,Ayala,Luis,177,Ayala,Luis,7080,Ayala,Luis,BAL,RP,,425646
1654,Oscar Villarreal,pit,Villarreal,Oscar,,,,,,,,,,425629
1657,Seth McClung,pit,McClung,Seth,,,,,,,,,,425528
1658,Xavier Nady,bat,Nady,Xavier,3495,Nady,Xavier,6610,Nady,Xavier,,OF,,294558
1659,Hideki Matsui,bat,Matsui,Hideki,,,,,,,,,,425686
1660,Jose Contreras,pit,Contreras,Jose,1001,Contreras,Jose,7043,Contreras,Jose,PIT,RP,,425747
1663,Javier Lopez,pit,Lopez,Javier,2899,Lopez,Javier,7079,Lopez,Javier,SF,RP,LOPEZ19770711A,425657
1666,D.J. Carrasco,pit,Carrasco,D.J.,,,,,,,,,,425647
1667,Jeremy Bonderman,pit,Bonderman,Jeremy,470,Bonderman,Jeremy,7106,Bonderman,Jeremy,,SP,,425827
1669,Wil Ledezma,pit,Ledezma,Wil,,,,,,,,,,425656
1671,Aquilino Lopez,pit,Lopez,Aquilino,,,,,,,,,,425658
1672,Trever Miller,pit,Miller,Trever,,,,,,,,,,119125
1677,Shane Victorino,bat,Victorino,Shane,5127,Victorino,Shane,7104,Victorino,Shane,BOS,OF,VICTORINO19801130A,425664
1679,Chase Utley,bat,Utley,Chase,5055,Utley,Chase,7072,Utley,Chase,PHI,2B,UTLEY19781217A,400284
1695,Claudio Vargas,pit,Vargas,Claudio,,,,,,,,,,282567
1698,Gerald Laird,bat,Laird,Gerald,2700,Laird,Gerald,7129,Laird,Gerald,ATL,C,,408042
1701,Chris Capuano,pit,Capuano,Chris,777,Capuano,Chris,7132,Capuano,Chris,LAD,SP/RP,CAPUANO19780819A,425626
1702,Reed Johnson,bat,Johnson,Reed,2471,Johnson,Reed,7118,Johnson,Reed,ATL,OF,JOHNSON19761208A,407862
1703,Dontrelle Willis,pit,Willis,Dontrelle,,,,,,,,,,425883
1712,Miguel Ojeda,bat,Ojeda,Miguel,,,,,,,,,,425864
1717,Jason Bay,bat,Bay,Jason,296,Bay,Jason,7143,Bay,Jason,SEA,OF,,424726
1718,Ray Olmedo,bat,Olmedo,Ray,,,,7142,,,,SS,,408232
1724,Lew Ford,bat,Ford,Lew,,,,7061,,,,LF,,217915
1726,Jose Valverde,pit,Valverde,Jose,5079,Valverde,Jose,7151,Valverde,Jose,DET,RP,VALVERDE19790724A,407878
1727,Edgar Gonzalez,pit,Gonzalez,Edgar,1813,Gonzalez,Edgar,7149,Gonzalez,Edgar,,RP/SP,,429440
1735,Les Walrond,pit,Walrond,Les,,,,,,,,,,400113
1736,Jose Reyes,bat,Reyes,Jose,4127,Reyes,Jose,7066,Reyes,Jose,TOR,SS,REYES19830611A,408314
1737,Justin Morneau,bat,Morneau,Justin,3408,Morneau,Justin,7063,Morneau,Justin,MIN,1B,MORNEAU19810515A,408047
1738,Jhonny Peralta,bat,Peralta,Jhonny,3824,Peralta,Jhonny,7156,Peralta,Jhonny,DET,SS,PERALTA19820528A,425509
1741,Matt Kata,bat,Kata,Matt,,,,,,,,,,425632
1744,Miguel Cabrera,bat,Cabrera,Miguel,727,Cabrera,Miguel,7163,Cabrera,Miguel,DET,1B/3B,CABRERA19830418A,408234
1749,Carlos Rivera,bat,Rivera,Carlos,,,,,,,,,,425346
1751,Aaron Heilman,pit,Heilman,Aaron,,,,,,,,,,408310
1757,Dan Haren,pit,Haren,Dan,2022,Haren,Dan,7172,Haren,Dan,WAS,SP,HAREN19800917A,429717
1760,Cody Ross,bat,Ross,Cody,4313,Ross,Cody,7053,Ross,Cody,ARI,OF,ROSS19801223A,425496
1765,Luis Terrero,bat,Terrero,Luis,,,,,,,,,,407880
1766,Laynce Nix,bat,Nix,Laynce,3571,Nix,Laynce,7176,Nix,Laynce,PHI,1B/OF,,425556
1767,Kevin Correia,pit,Correia,Kevin,1043,Correia,Kevin,7178,Correia,Kevin,MIN,SP,,429781
1771,Matt Diaz,bat,Diaz,Matt,1272,Diaz,Matt,7184,Diaz,Matt,,OF,,429841
1772,Rich Harden,pit,Harden,Rich,,,,,,,,,,425848
1773,Sergio Mitre,pit,Mitre,Sergio,,,,,,,,,,429901
1774,Rene Reyes,bat,Reyes,Rene,,,,,,,,,,407813
1780,Roy Corcoran,pit,Corcoran,Roy,,,,,,,,,,429981
1783,Chad Gaudin,pit,Gaudin,Chad,1731,Gaudin,Chad,7199,Gaudin,Chad,SF,SP/RP,,429985
1791,Jimmy Gobble,pit,Gobble,Jimmy,,,,,,,,,,425471
1793,Kevin Gregg,pit,Gregg,Kevin,1887,Gregg,Kevin,7206,Gregg,Kevin,,RP,GREGG19780620A,276514
1794,Michael Gonzalez,pit,Gonzalez,Michael,1826,Gonzalez,Mike,7207,Gonzalez,Michael,MIL,RP,,283166
1795,J.J. Putz,pit,Putz,J.J.,3993,Putz,J.J.,7205,Putz,J.J.,ARI,RP,,407816
1797,Neal Cotts,pit,Cotts,Neal,1054,Cotts,Neal,7209,Cotts,Neal,,RP,COTTS19800325A,425840
1801,Brian Sweeney,pit,Sweeney,Brian,,,,,,,,,,425789
1803,Todd Linden,bat,Linden,Todd,,,,,,,,,,425821
1808,Mike Hessman,bat,Hessman,Mike,,,,,,,,,,425634
1812,Dan Serafini,pit,Serafini,Dan,,,,,,,,,,122007
1816,Chad Cordero,pit,Cordero,Chad,,,,,,,,,,430101
1818,Bobby Crosby,bat,Crosby,Bobby,,,,,,,,,,425853
1824,Humberto Quintero,bat,Quintero,Humberto,4001,Quintero,Humberto,7235,Quintero,Humberto,,C,,279827
1825,David DeJesus,bat,DeJesus,David,1203,DeJesus,David,7232,DeJesus,David,CHC,OF,DEJESUS19791220A,430203
1829,Koyie Hill,bat,Hill,Koyie,2193,Hill,Koyie,7059,Hill,Koyie,,C,,425542
1830,Clint Barmes,bat,Barmes,Clint,253,Barmes,Clint,7231,Barmes,Clint,PIT,2B/SS,BARMES19790306A,425549
1835,Michel Hernandez,bat,Hernandez,Michel,,,,,,,,,,150089
1837,Matt Belisle,pit,Belisle,Matt,325,Belisle,Matt,7240,Belisle,Matt,COL,RP,BELISLE19800606A,279571
1838,Vinnie Chulk,pit,Chulk,Vinnie,,,,,,,,,,425562
1839,Juan Cerros,pit,Cerros,Juan,,,,,,,,,,430304
1841,Edwin Jackson,pit,Jackson,Edwin,2373,Jackson,Edwin,7241,Jackson,Edwin,CHC,SP,JACKSON19830909A,429719
1842,Chris Bootcheck,pit,Bootcheck,Chris,485,Bootcheck,Chris,7239,Bootcheck,Chris,,RP,,408052
1845,Jonny Gomes,bat,Gomes,Jonny,1800,Gomes,Jonny,7245,Gomes,Jonny,BOS,OF,GOMES19801122A,430404
1848,John Grabow,pit,Grabow,John,,,,,,,,,,346848
1849,Rickie Weeks,bat,Weeks,Rickie,5247,Weeks,Rickie,7213,Weeks,Rickie,MIL,2B,,430001
1852,Ryan Madson,pit,Madson,Ryan,2984,Madson,Ryan,7071,Madson,Ryan,LAA,RP,,425492
1855,Shawn Camp,pit,Camp,Shawn,758,Camp,Shawn,7304,Camp,Shawn,CHC,RP,,425861
1856,Michael Wuertz,pit,Wuertz,Michael,,,,,,,,,,430900
1857,Joe Mauer,bat,Mauer,Joe,3120,Mauer,Joe,7062,Mauer,Joe,MIN,1B,MAUER19830419A,408045
1861,Wilson Betemit,bat,Betemit,Wilson,398,Betemit,Wilson,6811,Betemit,Wilson,BAL,3B,,400140
1863,Wilson Valdez,bat,Valdez,Wilson,,,,7421,,,,SS,,407832
1866,Jose Castillo,bat,Castillo,Jose,,,,,,,,,,425489
1867,Darnell McDonald,bat,McDonald,Darnell,3168,McDonald,Darnell,6641,McDonald,Darnell,,LF/RF,,150021
1873,Matt Holliday,bat,Holliday,Matt,2228,Holliday,Matt,7311,Holliday,Matt,STL,OF,HOLLIDAY19800110A,407812
1874,Hector Luna,bat,Luna,Hector,,,,,,,,,,425659
1875,Josh Hamilton,bat,Hamilton,Josh,1992,Hamilton,Josh,6679,Hamilton,Josh,LAA,OF,HAMILTON19810521A,285078
1876,Willy Taveras,bat,Taveras,Willy,,,,,,,,,,430838
1882,Shawn Hill,pit,Hill,Shawn,,,,7350,,,,SP,,429718
1883,Rich Thompson,bat,Thompson,Rich,,,,7260,,,,LF,,430829
1885,Brad Hawpe,bat,Hawpe,Brad,2074,Hawpe,Brad,7322,Hawpe,Brad,,1B,,425547
1886,Sean Burnett,pit,Burnett,Sean,683,Burnett,Sean,7073,Burnett,Sean,LAA,RP,,430634
1887,Jose Bautista,bat,Bautista,Jose,295,Bautista,Jose,7264,Bautista,Jose,TOR,1B/OF,BAUTISTA19801019A,430832
1888,Chad Tracy,bat,Tracy,Chad,5005,Tracy,Chad,7047,Tracy,Chad,WAS,1B/3B,,429710
1890,Matt Moore,pit,Moore,Matt,6227,Moore,Matt,8873,Moore,Matt,TB,SP,MOORE19890618A,519043
1894,Lenny DiNardo,pit,DiNardo,Lenny,,,,,,,,,,430837
1899,Greg Aquino,pit,Aquino,Greg,,,,,,,,,,425628
1902,David Aardsma,pit,Aardsma,David,1,Aardsma,David,7307,Aardsma,David,NYY,RP,,430911
1903,Jeff Bennett,pit,Bennett,Jeff,,,,,,,,,,430831
1904,Adam LaRoche,bat,LaRoche,Adam,2733,LaRoche,Adam,7253,LaRoche,Adam,WAS,1B,LAROCHE19791106A,425560
1906,Jason Frasor,pit,Frasor,Jason,1625,Frasor,Jason,7310,Frasor,Jason,TEX,RP,FRASOR19770809A,430630
1907,Andres Blanco,bat,Blanco,Andres,,,,7313,Blanco,Andres,,3B,BLANCO19840411A,433217
1908,Adrian Gonzalez,bat,Gonzalez,Adrian,1807,Gonzalez,Adrian,7054,Gonzalez,Adrian,LAD,1B,GONZALEZ19820508A,408236
1911,Scott Proctor,pit,Proctor,Scott,,,,,,,,,,
1915,Val Pascucci,bat,Pascucci,Val,,,,,,,,,,407831
1918,Matt Thornton,pit,Thornton,Matt,4960,Thornton,Matt,7212,Thornton,Matt,CWS,RP,THORNTON19760915A,407819
1926,Scott Hairston,bat,Hairston,Scott,1972,Hairston,Scott,7046,Hairston,Scott,CHC,OF,,430668
1929,Brian Bruney,pit,Bruney,Brian,628,Bruney,Brian,7324,Bruney,Brian,CWS,RP,,430663
1930,Casey Kotchman,bat,Kotchman,Casey,2655,Kotchman,Casey,7293,Kotchman,Casey,MIA,1B,,425773
1931,Daniel Cabrera,pit,Cabrera,Daniel,,,,,,,,,,425555
1933,Frank Francisco,pit,Francisco,Frank,1612,Francisco,Frank,7327,Francisco,Frank,NYM,RP,,407911
1935,Kevin Youkilis,bat,Youkilis,Kevin,5450,Youkilis,Kevin,7049,Youkilis,Kevin,NYY,1B/3B,,425903
1937,Mike Adams,pit,Adams,Mike,25,Adams,Mike,7332,Adams,Mike,PHI,RP,,430606
1938,Justin Germano,pit,Germano,Justin,1743,Germano,Justin,7334,Germano,Justin,,RP/SP,,430683
1940,Cory Sullivan,bat,Sullivan,Cory,,,,,,,,,,430622
1943,Zack Greinke,pit,Greinke,Zack,1891,Greinke,Zack,7257,Greinke,Zack,LAD,SP,GREINKE19831021A,425844
1945,Corey Hart,bat,Hart,Corey,2048,Hart,Corey,7336,Hart,Corey,MIL,OF,HART19820324A,430611
1953,Raul Valdes,pit,Valdes,Raul,6110,Valdes,Raul,8706,Valdes,Raul,PHI,RP,,447744
1965,Desmond Jennings,bat,Jennings,Desmond,6002,Jennings,Desmond,8651,Jennings,Desmond,TB,OF,JENNINGS19861030A,457775
1973,Justin Berg,pit,Berg,Justin,,,,,,,,,,448753
1975,Josh Judy,pit,Judy,Josh,,,,,,,,,,518865
1984,Cory Luebke,pit,Luebke,Cory,6162,Luebke,Cory,8778,Luebke,Cory,SD,SP/RP,,458537
1986,Ken Ray,pit,Ray,Ken,,,,,,,,,,150208
1989,Jeremy Hefner,pit,Hefner,Jeremy,6519,Hefner,Jeremy,9162,Hefner,Jeremy,NYM,SP,,458550
1994,Ivan Nova,pit,Nova,Ivan,5654,Nova,Ivan,8728,Nova,Ivan,NYY,SP,NOVA19870112A,467100
1995,Tim Byrdak,pit,Byrdak,Tim,716,Byrdak,Tim,6071,Byrdak,Tim,,RP,,136263
2010,Buddy Carlyle,pit,Carlyle,Buddy,,,,6324,Carlyle,Buddy,,RP,,234194
2011,Robinson Cancel,bat,Cancel,Robinson,,,,,,,,,,236155
2020,Brad Emaus,bat,Emaus,Brad,,,,,,,,,,458587
2027,Saul Rivera,pit,Rivera,Saul,,,,,,,,,,346800
2032,Paul Phillips,pit,Phillips,Paul,,,,,,,,,,150207
2034,Carlos Maldonado,bat,Maldonado,Carlos,,,,7883,,,,C,,430961
2036,Clayton Kershaw,pit,Kershaw,Clayton,2578,Kershaw,Clayton,8180,Kershaw,Clayton,LAD,SP,KERSHAW19880319A,477132
2038,Justin Masterson,pit,Masterson,Justin,3089,Masterson,Justin,8194,Masterson,Justin,CLE,SP,MASTERSON19850322A,475416
2041,John Buck,bat,Buck,John,645,Buck,John,7056,Buck,John,NYM,C,BUCK19800707A,407833
2047,Jorge de la Rosa,pit,de la Rosa,Jorge,1210,de la Rosa,Jorge,7281,De La Rosa,Jorge,COL,SP,DELAROSA19810405A,407822
2054,Jorge Padilla,bat,Padilla,Jorge,,,,,,,,,,407786
2060,Gustavo Chacin,pit,Chacin,Gustavo,,,,,,,,,,407860
2061,Matt Guerrier,pit,Guerrier,Matt,1923,Guerrier,Matt,7355,Guerrier,Matt,LAD,RP,,407825
2063,Jose Veras,pit,Veras,Jose,5119,Veras,Jose,7799,Veras,Jose,HOU,RP,VERAS19801020A,407842
2066,Eric Farris,bat,Farris,Eric,,,,9000,,,,2B,,456544
2070,Gil Velazquez,bat,Velazquez,Gil,5109,Velazquez,Gil,8389,Velazquez,Gil,,3B,,444041
2072,Jeremy Guthrie,pit,Guthrie,Jeremy,1941,Guthrie,Jeremy,7040,Guthrie,Jeremy,KC,SP,GUTHRIE19790408A,425386
2073,Jeff Baker,bat,Baker,Jeff,207,Baker,Jeff,7041,Baker,Jeff,TEX,1B/2B,BAKER19810621A,425557
2074,Chien-Ming Wang,pit,Wang,Chien-Ming,5199,Wang,Chien-Ming,7502,Wang,Chien-Ming,NYY,SP/RP,,425426
2078,Willie Eyre,pit,Eyre,Willie,,,,,,,,,,425466
2080,Heath Bell,pit,Bell,Heath,336,Bell,Heath,7418,Bell,Heath,ARI,RP,BELL19770929A,425514
2081,Craig Brazell,bat,Brazell,Craig,,,,,,,,,,425513
2090,Alex Rios,bat,Rios,Alex,4175,Rios,Alex,7254,Rios,Alex,CWS,OF,RIOS19810218A,425567
2102,Josh Wilson,bat,Wilson,Josh,5363,Wilson,Josh,7663,Wilson,Josh,,2B,,425543
2103,Josh Willingham,bat,Willingham,Josh,5332,Willingham,Josh,7373,Willingham,Josh,MIN,OF,,425545
2104,Francisco Cruceta,pit,Cruceta,Francisco,,,,,,,,,,425510
2105,Fernando Cabrera,pit,Cabrera,Fernando,,,,,,,,,,425507
2113,Ryan Doumit,bat,Doumit,Ryan,1318,Doumit,Ryan,7564,Doumit,Ryan,MIN,OF,,425491
2119,Pedro Liriano,pit,Liriano,Pedro,,,,,,,,,,425538
2128,Marshall McDougall,bat,McDougall,Marshall,,,,,,,,,,424706
2129,Ronny Paulino,bat,Paulino,Ronny,,,,7089,Paulino,Ronny,,C,,425661
2134,Adam Loewen,bat,Loewen,Adam,,,,,,,,,,429400
2136,David Peralta,bat,Peralta,David,9503,Peralta,David,9719,Peralta,David,,OF,PERALTA19870814A,444482
2140,Delmon Young,bat,Young,Delmon,5460,Young,Delmon,7467,Young,Delmon,PHI,OF,YOUNG19850914A,430321
2141,Chris Narveson,pit,Narveson,Chris,3506,Narveson,Chris,7508,Narveson,Chris,MIL,SP,,429780
2143,Chris Aguila,bat,Aguila,Chris,,,,,,,,,,430894
2145,Angel Guzman,pit,Guzman,Angel,,,,,,,,,,425768
2147,Sean Henn,pit,Henn,Sean,2119,Henn,Sean,7535,Henn,Sean,,RP,,430675
2150,Yhency Brazoban,pit,Brazoban,Yhency,,,,,,,,,,430674
2151,Edwin Encarnacion,bat,Encarnacion,Edwin,1431,Encarnacion,Edwin,7278,Encarnacion,Edwin,TOR,1B,ENCARNACI19830107A,429665
2154,Ryan Howard,bat,Howard,Ryan,2269,Howard,Ryan,7437,Howard,Ryan,PHI,1B,HOWARD19791119A,429667
2155,Alfredo Simon,pit,Simon,Alfredo,4606,Simon,Alfredo,7975,Simon,Alfredo,CIN,SP,SIMON19810508A,430580
2158,Greg Dobbs,bat,Dobbs,Greg,1297,Dobbs,Greg,7439,Dobbs,Greg,MIA,1B,,425785
2159,Boof Bonser,pit,Bonser,Boof,,,,,,,,,,425818
2160,Terry Tiffee,bat,Tiffee,Terry,,,,,,,,,,430584
2161,Jason Kubel,bat,Kubel,Jason,2676,Kubel,Jason,7425,Kubel,Jason,ARI,OF,,430585
2162,Freddy Guzman,bat,Guzman,Freddy,1951,Guzman,Freddy,7405,Guzman,Freddy,,CF,,430686
2163,Justin Lehr,pit,Lehr,Justin,,,,,,,,,,430680
2167,Dan Johnson,bat,Johnson,Dan,2439,Johnson,Dan,7436,Johnson,Dan,,1B,,430681
2170,Chad Qualls,pit,Qualls,Chad,3996,Qualls,Chad,7381,Qualls,Chad,MIA,RP,QUALLS19780817A,430589
2172,Hector Gimenez,bat,Gimenez,Hector,1772,Gimenez,Hector,7894,Gimenez,Hector,CWS,C,,430591
2173,Fernando Nieve,pit,Nieve,Fernando,3560,Nieve,Fernando,,,,,,,430588
2178,Brendan Harris,bat,Harris,Brendan,2034,Harris,Brendan,7372,Harris,Brendan,,SS/3B,,430593
2179,Ronny Cedeno,bat,Cedeno,Ronny,856,Cedeno,Ronny,7527,Cedeno,Ronny,HOU,Util,,430592
2180,Renyel Pinto,pit,Pinto,Renyel,,,,,,,,,,430594
2185,Steve Edlefsen,pit,Edlefsen,Steve,,,,9022,,,,RP,,453580
2186,Joel Hanrahan,pit,Hanrahan,Joel,2009,Hanrahan,Joel,7991,Hanrahan,Joel,BOS,RP,,430629
2187,Reggie Abercrombie,bat,Abercrombie,Reggie,,,,,,,,,,430631
2192,Willy Aybar,bat,Aybar,Willy,,,,,,,,,,430632
2194,Dallas McPherson,bat,McPherson,Dallas,,,,,,,,,,425774
2197,Grady Sizemore,bat,Sizemore,Grady,4621,Sizemore,Grady,7256,Sizemore,Grady,CLE,OF,SIZEMORE19820802A,429713
2203,Ronald Belisario,pit,Belisario,Ronald,5763,Belisario,Ronald ,8442,Belisario,Ronald,LAD,RP,BELIZARIO19821231A,430613
2205,Josh Kroeger,bat,Kroeger,Josh,,,,,,,,,,430669
2207,Jerry Gil,bat,Gil,Jerry,,,,,,,,,,430667
2209,Justin Hampson,pit,Hampson,Justin,,,,7886,,,,RP,,430618
2216,Don Kelly,bat,Kelly,Don,2554,Kelly,Don,7998,Kelly,Don,DET,1B/3B/OF,,430603
2217,Roberto Novoa,pit,Novoa,Roberto,,,,,,,,,,430604
2218,Ryan Raburn,bat,Raburn,Ryan,4016,Raburn,Ryan,7454,Raburn,Ryan,,OF,RABURN19810417A,430605
2219,Brian Bass,pit,Bass,Brian,,,,,,,,,,430654
2224,Angel Chavez,bat,Chavez,Angel,,,,,,,,,,425824
2225,Jason Bourgeois,bat,Bourgeois,Jason,504,Bourgeois,Jason,8377,Bourgeois,Jason,TB,OF,BOURGEOIS19820104A,430652
2231,Mike Jacobs,bat,Jacobs,Mike,,,,7623,Jacobs,Mike,,1B,,408312
2233,Adam Wainwright,pit,Wainwright,Adam,5165,Wainwright,Adam,7048,Wainwright,Adam,STL,SP,WAINWRIGH19810830A,425794
2234,Kelly Johnson,bat,Johnson,Kelly,2456,Johnson,Kelly,7558,Johnson,Kelly,TB,1B/3B,JOHNSON19820222A,430637
2236,Jose Capellan,bat,Capellan,Jose,,,,,,,,,,430642
2237,Blaine Boyer,pit,Boyer,Blaine,,,,7574,Boyer,Blaine,,RP,,430641
2240,Tony Pena,bat,Pena,Tony,,,,,,,,,,430640
2242,Roman Colon,pit,Colon,Roman,,,,7410,,,,RP,,430638
2247,Elvin Ramirez,pit,Ramirez,Elvin,6645,Ramirez,Elvin,8892,Ramirez,Elvin,NYM,RP,,468517
2264,Hector Gomez,bat,Gomez,Hector,,,,9084,Gomez,Hector,,Util,GOMEZ19880305A,467143
2265,Matt Treanor,bat,Treanor,Matt,,,,,,,,,,276354
2267,Brandon Gomes,pit,Gomes,Brandon,6407,Gomes,Brandon,8920,Gomes,Brandon,TB,RP,,460156
2279,John Lindsey,bat,Lindsey,John,,,,,,,,,,439664
2280,Matt LaPorta,bat,LaPorta,Matt,,,,8396,,,,1B,,453181
