Y1,Y2,R
Pitches,RE24,0.22
Pitches,REW,0.22
Pitches,pLI,0.08
Pitches,inLI,0.04
Pitches,gmLI,0.05
Pitches,exLI,-0.04
Pitches,Pulls,0.08
Pitches,WPA/LI,0.18
Pitches,Clutch,0.01
Pitches,FA%,0.07
Pitches,SL%,0
Pitches,CT%,0.19
Pitches,CB%,0.03
Pitches,CH%,0.03
Pitches,SF%,0.1
Pitches,PO%,-0.1
Pitches,wFB,0.08
Pitches,wSL,0.11
Pitches,wCT,0.12
Pitches,wCB,0.07
Pitches,wCH,0.25
Pitches,wSF,0.08
Pitches,O-Swing%,0.12
Pitches,Z-Swing%,-0.08
Pitches,Swing%,-0.04
Pitches,O-Contact%,-0.13
Pitches,Z-Contact%,-0.21
Pitches,Contact%,-0.25
Pitches,Zone%,-0.13
Pitches,F-Strike%,-0.05
Pitches,SwStr%,0.23
Pitches,ERA-,-0.23
Pitches,FIP-,-0.22
Pitches,xFIP-,-0.18
Pitches,K%,0.29
Pitches,BB%,0.11
Pitches,SIERA,-0.2
Pitches,RS/9,-0.05
Pitches,E-F,-0.08
RS,W,0.29
RS,L,-0.09
RS,ERA,-0.15
RS,G,0.13
RS,GS,0.13
RS,CG,0.16
RS,ShO,0.1
RS,IP,0.24
RS,TBF,0.22
RS,H,0.12
RS,R,-0.02
RS,ER,-0.04
RS,HR,0.04
RS,BB,-0.09
RS,IBB,-0.07
RS,HBP,0.03
RS,WP,-0.06
RS,BK,-0.01
RS,SO,0.14
RS,GB,0.18
RS,FB,-0.01
RS,LD,0.11
RS,IFFB,-0.03
RS,Balls,0.04
RS,Strikes,0.2
RS,Pitches,0.15
RS,RS,0.26
RS,IFH,0.03
RS,BU,-0.03
RS,BUH,-0.05
RS,K/9,0.07
RS,BB/9,-0.16
RS,K/BB,0.2
RS,H/9,-0.08
RS,HR/9,-0.04
RS,AVG,-0.08
RS,WHIP,-0.16
RS,BABIP,-0.04
RS,LOB%,0.1
RS,FIP,-0.11
RS,GB/FB,0.11
RS,LD%,-0.02
RS,GB%,0.11
RS,FB%,-0.11
RS,IFFB%,-0.03
RS,HR/FB,0.05
RS,IFH%,-0.07
RS,BUH%,-0.02
RS,RAR,0.24
RS,WAR,0.23
RS,tERA,-0.08
RS,xFIP,-0.14
RS,WPA,0.18
RS,RE24,0.21
RS,REW,0.21
RS,pLI,-0.05
RS,inLI,0.02
RS,gmLI,-0.03
RS,exLI,-0.08
RS,Pulls,-0.01
RS,WPA/LI,0.22
RS,Clutch,-0.07
RS,FA%,-0.11
RS,SL%,-0.04
RS,CT%,0.03
RS,CB%,-0.02
RS,CH%,0.01
RS,SF%,0.01
RS,PO%,-0.06
RS,wFB,0.09
RS,wSL,0.08
RS,wCT,0.1
RS,wCB,0.14
RS,wCH,0.09
RS,wSF,0.18
RS,O-Swing%,-0.08
RS,Z-Swing%,0.07
RS,Swing%,0.1
RS,O-Contact%,-0.18
RS,Z-Contact%,-0.06
RS,Contact%,-0.09
RS,Zone%,0.17
RS,F-Strike%,0.1
RS,SwStr%,0.12
RS,ERA-,-0.22
RS,FIP-,-0.2
RS,xFIP-,-0.23
RS,K%,0.09
RS,BB%,-0.15
RS,SIERA,-0.14
RS,RS/9,0.15
RS,E-F,-0.08
IFH,W,0.06
IFH,L,0.04
IFH,ERA,-0.01
IFH,G,0.09
IFH,GS,0.09
IFH,CG,0.09
IFH,ShO,0.04
IFH,IP,0.12
IFH,TBF,0.15
IFH,H,0.22
IFH,R,0.11
IFH,ER,0.05
IFH,HR,-0.12
IFH,BB,-0.02
IFH,IBB,0.07
IFH,HBP,-0.04
IFH,WP,0.04
IFH,BK,0.05
IFH,SO,-0.08
IFH,GB,0.46
IFH,FB,-0.34
IFH,LD,0.12
IFH,IFFB,-0.32
IFH,Balls,0.01
IFH,Strikes,-0.02
IFH,Pitches,-0.01
IFH,RS,0.08
IFH,IFH,0.32
IFH,BU,0.08
IFH,BUH,0.14
IFH,K/9,-0.15
IFH,BB/9,-0.06
IFH,K/BB,-0.05
IFH,H/9,0.11
IFH,HR/9,-0.15
IFH,AVG,0.13
IFH,WHIP,0.07
IFH,BABIP,0.12
IFH,LOB%,-0.12
IFH,FIP,-0.05
IFH,GB/FB,0.49
IFH,LD%,-0.04
IFH,GB%,0.47
IFH,FB%,-0.47
IFH,IFFB%,-0.25
IFH,HR/FB,0.15
IFH,IFH%,0.08
IFH,BUH%,0.07
IFH,RAR,0.09
IFH,WAR,0.08
IFH,tERA,0.01
IFH,xFIP,-0.12
IFH,WPA,0.01
IFH,RE24,0.02
IFH,REW,0.01
IFH,pLI,0.1
IFH,inLI,0.06
IFH,gmLI,0.03
IFH,exLI,0.01
IFH,Pulls,0.01
IFH,WPA/LI,0.03
IFH,Clutch,-0.03
IFH,FA%,-0.47
IFH,SL%,-0.1
IFH,CT%,-0.01
IFH,CB%,-0.13
IFH,CH%,0.05
IFH,SF%,0.02
IFH,PO%,0.15
IFH,wFB,-0.01
IFH,wSL,0.04
IFH,wCT,-0.08
IFH,wCB,0
IFH,wCH,0
IFH,wSF,-0.03
IFH,O-Swing%,-0.08
IFH,Z-Swing%,-0.03
IFH,Swing%,-0.06
IFH,O-Contact%,-0.13
IFH,Z-Contact%,0.2
IFH,Contact%,0.05
IFH,Zone%,0.01
IFH,F-Strike%,-0.04
IFH,SwStr%,-0.06
IFH,ERA-,-0.02
IFH,FIP-,-0.06
IFH,xFIP-,-0.12
IFH,K%,-0.14
IFH,BB%,-0.06
IFH,SIERA,-0.08
IFH,RS/9,0.02
IFH,E-F,0.06
BU,W,-0.04
BU,L,0.02
BU,ERA,0.01
BU,G,0.14
BU,GS,0.14
BU,CG,0.04
BU,ShO,0.02
BU,IP,0.09
BU,TBF,0.13
BU,H,0.15
BU,R,0.07
BU,ER,0.07
BU,HR,-0.03
BU,BB,0.05
BU,IBB,0.21
BU,HBP,-0.02
BU,WP,-0.09
BU,BK,0.1
BU,SO,-0.05
BU,GB,0.13
BU,FB,-0.05
BU,LD,0.18
BU,IFFB,-0.1
BU,Balls,0.03
BU,Strikes,0.04
BU,Pitches,0.04
BU,RS,0.01
BU,IFH,0.09
BU,BU,0.37
BU,BUH,0.11
BU,K/9,-0.11
BU,BB/9,0.01
BU,K/BB,-0.02
BU,H/9,0.07
BU,HR/9,-0.05
BU,AVG,0.08
BU,WHIP,0.07
BU,BABIP,0.04
BU,LOB%,-0.02
BU,FIP,0.03
BU,GB/FB,0.09
BU,LD%,0.11
BU,GB%,0.08
BU,FB%,-0.12
BU,IFFB%,-0.08
BU,HR/FB,0
BU,IFH%,0.02
BU,BUH%,-0.13
BU,RAR,-0.05
BU,WAR,-0.04
BU,tERA,0.09
BU,xFIP,0.04
BU,WPA,-0.02
BU,RE24,-0.03
BU,REW,-0.02
BU,pLI,0.1
BU,inLI,0.04
BU,gmLI,0
BU,exLI,0.08
BU,Pulls,0.08
BU,WPA/LI,-0.05
BU,Clutch,0.05
BU,FA%,-0.12
BU,SL%,-0.08
BU,CT%,0
BU,CB%,-0.1
BU,CH%,0.09
BU,SF%,-0.16
BU,PO%,0.03
BU,wFB,0.01
BU,wSL,-0.02
BU,wCT,-0.06
BU,wCB,-0.07
BU,wCH,-0.01
BU,wSF,-0.11
BU,O-Swing%,-0.08
BU,Z-Swing%,0
BU,Swing%,0.01
BU,O-Contact%,0
BU,Z-Contact%,0.06
BU,Contact%,0.08
BU,Zone%,0.1
BU,F-Strike%,0
BU,SwStr%,-0.07
BU,ERA-,0.01
BU,FIP-,0.01
BU,xFIP-,0.02
BU,K%,-0.1
BU,BB%,0
BU,SIERA,0.09
BU,RS/9,-0.05
BU,E-F,-0.01
BUH,W,-0.04
BUH,L,0.02
BUH,ERA,0.07
BUH,G,0.05
BUH,GS,0.05
BUH,CG,0.09
BUH,ShO,0.07
BUH,IP,0.04
BUH,TBF,0.05
BUH,H,0.15
BUH,R,0.1
BUH,ER,0.1
BUH,HR,0.08
BUH,BB,-0.07
BUH,IBB,-0.01
BUH,HBP,-0.03
BUH,WP,0.03
BUH,BK,-0.01
BUH,SO,-0.07
BUH,GB,0.05
BUH,FB,0.04
BUH,LD,0.15
BUH,IFFB,0.06
BUH,Balls,-0.06
BUH,Strikes,0
BUH,Pitches,-0.03
BUH,RS,0.02
BUH,IFH,0.11
BUH,BU,0.18
BUH,BUH,0.19
BUH,K/9,-0.1
BUH,BB/9,-0.09
BUH,K/BB,0.05
BUH,H/9,0.11
BUH,HR/9,0.07
BUH,AVG,0.11
BUH,WHIP,0.04
BUH,BABIP,0.05
BUH,LOB%,-0.06
BUH,FIP,0.06
BUH,GB/FB,0
BUH,LD%,0.09
BUH,GB%,-0.01
BUH,FB%,-0.02
BUH,IFFB%,0.07
BUH,HR/FB,0.06
BUH,IFH%,0.09
BUH,BUH%,0.07
BUH,RAR,-0.01
BUH,WAR,-0.01
BUH,tERA,0.11
BUH,xFIP,0.04
BUH,WPA,-0.05
BUH,RE24,-0.05
BUH,REW,-0.05
BUH,pLI,0.01
BUH,inLI,0.01
BUH,gmLI,0.05
BUH,exLI,0.07
BUH,Pulls,-0.02
BUH,WPA/LI,-0.06
BUH,Clutch,0
BUH,FA%,-0.02
BUH,SL%,-0.05
BUH,CT%,0.15
BUH,CB%,-0.04
BUH,CH%,0.12
BUH,SF%,-0.07
BUH,PO%,0.1
BUH,wFB,-0.07
BUH,wSL,-0.05
BUH,wCT,0.12
BUH,wCB,-0.02
BUH,wCH,-0.02
BUH,wSF,-0.03
BUH,O-Swing%,0
BUH,Z-Swing%,0.03
BUH,Swing%,0.09
BUH,O-Contact%,0.02
BUH,Z-Contact%,0.04
BUH,Contact%,0.06
BUH,Zone%,0.11
BUH,F-Strike%,0.06
BUH,SwStr%,-0.03
BUH,ERA-,0.04
BUH,FIP-,0.03
BUH,xFIP-,0.02
BUH,K%,-0.1
BUH,BB%,-0.1
BUH,SIERA,0.06
BUH,RS/9,0
BUH,E-F,0.02
K/9,W,0.25
K/9,L,-0.26
K/9,ERA,-0.43
K/9,G,0.09
K/9,GS,0.09
K/9,CG,0.16
K/9,ShO,0.15
K/9,IP,0.26
K/9,TBF,0.14
K/9,H,-0.44
K/9,R,-0.4
K/9,ER,-0.39
K/9,HR,-0.15
K/9,BB,0.24
K/9,IBB,-0.15
K/9,HBP,-0.03
K/9,WP,0.3
K/9,BK,-0.01
K/9,SO,0.77
K/9,GB,-0.35
K/9,FB,0
K/9,LD,-0.38
K/9,IFFB,0.13
K/9,Balls,0.21
K/9,Strikes,0.4
K/9,Pitches,0.37
K/9,RS,0.09
K/9,IFH,-0.11
K/9,BU,-0.02
K/9,BUH,-0.06
K/9,K/9,0.81
K/9,BB/9,0.15
K/9,K/BB,0.38
K/9,H/9,-0.6
K/9,HR/9,-0.22
K/9,AVG,-0.62
K/9,WHIP,-0.44
K/9,BABIP,-0.16
K/9,LOB%,0.36
K/9,FIP,-0.52
K/9,GB/FB,-0.21
K/9,LD%,-0.14
K/9,GB%,-0.19
K/9,FB%,0.25
K/9,IFFB%,0.19
K/9,HR/FB,-0.17
K/9,IFH%,0.11
K/9,BUH%,-0.04
K/9,RAR,0.46
K/9,WAR,0.47
K/9,tERA,-0.56
K/9,xFIP,-0.53
K/9,WPA,0.41
K/9,RE24,0.43
K/9,REW,0.43
K/9,pLI,0.08
K/9,inLI,0.15
K/9,gmLI,0.04
K/9,exLI,0.05
K/9,Pulls,-0.04
K/9,WPA/LI,0.43
K/9,Clutch,-0.01
K/9,FA%,0.25
K/9,SL%,0.18
K/9,CT%,0.16
K/9,CB%,0.2
K/9,CH%,-0.12
K/9,SF%,0.03
K/9,PO%,-0.11
K/9,wFB,0.25
K/9,wSL,0.33
K/9,wCT,0.21
K/9,wCB,0.17
K/9,wCH,0.32
K/9,wSF,0.15
K/9,O-Swing%,0.33
K/9,Z-Swing%,0
K/9,Swing%,0.18
K/9,O-Contact%,-0.46
K/9,Z-Contact%,-0.64
K/9,Contact%,-0.75
K/9,Zone%,-0.13
K/9,F-Strike%,0.09
K/9,SwStr%,0.73
K/9,ERA-,-0.4
K/9,FIP-,-0.5
K/9,xFIP-,-0.51
K/9,K%,0.81
K/9,BB%,0.2
K/9,SIERA,-0.6
K/9,RS/9,-0.04
K/9,E-F,0.02
BB/9,W,-0.08
BB/9,L,0.01
BB/9,ERA,0.01
BB/9,G,0.03
BB/9,GS,0.03
BB/9,CG,-0.26
BB/9,ShO,-0.14
BB/9,IP,-0.11
BB/9,TBF,-0.05
BB/9,H,-0.29
BB/9,R,-0.03
BB/9,ER,-0.03
BB/9,HR,-0.17
BB/9,BB,0.64
BB/9,IBB,0.14
BB/9,HBP,0.13
BB/9,WP,0.33
BB/9,BK,0.11
BB/9,SO,0.06
BB/9,GB,-0.15
BB/9,FB,-0.1
BB/9,LD,-0.25
BB/9,IFFB,-0.03
BB/9,Balls,0.41
BB/9,Strikes,-0.08
BB/9,Pitches,0.13
BB/9,RS,-0.14
BB/9,IFH,0.02
BB/9,BU,0.05
BB/9,BUH,-0.01
BB/9,K/9,0.13
BB/9,BB/9,0.64
BB/9,K/BB,-0.43
BB/9,H/9,-0.19
BB/9,HR/9,-0.14
BB/9,AVG,-0.18
BB/9,WHIP,0.19
BB/9,BABIP,-0.1
BB/9,LOB%,0.04
BB/9,FIP,0.08
BB/9,GB/FB,-0.01
BB/9,LD%,-0.1
BB/9,GB%,-0.01
BB/9,FB%,0.05
BB/9,IFFB%,0.03
BB/9,HR/FB,-0.1
BB/9,IFH%,0.13
BB/9,BUH%,-0.02
BB/9,RAR,-0.15
BB/9,WAR,-0.14
BB/9,tERA,0.06
BB/9,xFIP,0.16
BB/9,WPA,-0.03
BB/9,RE24,-0.06
BB/9,REW,-0.06
BB/9,pLI,0.25
BB/9,inLI,0.09
BB/9,gmLI,0.09
BB/9,exLI,0.05
BB/9,Pulls,0.21
BB/9,WPA/LI,-0.07
BB/9,Clutch,0.07
BB/9,FA%,0.05
BB/9,SL%,-0.02
BB/9,CT%,-0.09
BB/9,CB%,-0.04
BB/9,CH%,-0.14
BB/9,SF%,-0.01
BB/9,PO%,-0.17
BB/9,wFB,-0.01
BB/9,wSL,-0.01
BB/9,wCT,-0.1
BB/9,wCB,-0.01
BB/9,wCH,-0.04
BB/9,wSF,-0.02
BB/9,O-Swing%,-0.21
BB/9,Z-Swing%,-0.11
BB/9,Swing%,-0.41
BB/9,O-Contact%,-0.11
BB/9,Z-Contact%,-0.07
BB/9,Contact%,-0.12
BB/9,Zone%,-0.24
BB/9,F-Strike%,-0.52
BB/9,SwStr%,0
BB/9,ERA-,0.04
BB/9,FIP-,0.1
BB/9,xFIP-,0.21
BB/9,K%,0.09
BB/9,BB%,0.66
BB/9,SIERA,0.13
BB/9,RS/9,-0.09
BB/9,E-F,-0.09
K/BB,W,0.23
K/BB,L,-0.14
K/BB,ERA,-0.27
K/BB,G,0.05
K/BB,GS,0.05
K/BB,CG,0.36
K/BB,ShO,0.28
K/BB,IP,0.27
K/BB,TBF,0.15
K/BB,H,0
K/BB,R,-0.21
K/BB,ER,-0.2
K/BB,HR,0.08
K/BB,BB,-0.4
K/BB,IBB,-0.2
K/BB,HBP,-0.11
K/BB,WP,-0.11
K/BB,BK,-0.08
K/BB,SO,0.42
K/BB,GB,-0.07
K/BB,FB,0.07
K/BB,LD,0.01
K/BB,IFFB,0.1
K/BB,Balls,-0.24
K/BB,Strikes,0.33
K/BB,Pitches,0.11
K/BB,RS,0.16
K/BB,IFH,-0.06
K/BB,BU,-0.02
K/BB,BUH,0
K/BB,K/9,0.38
K/BB,BB/9,-0.46
K/BB,K/BB,0.63
K/BB,H/9,-0.19
K/BB,HR/9,0.01
K/BB,AVG,-0.21
K/BB,WHIP,-0.42
K/BB,BABIP,-0.01
K/BB,LOB%,0.2
K/BB,FIP,-0.37
K/BB,GB/FB,-0.1
K/BB,LD%,0.03
K/BB,GB%,-0.09
K/BB,FB%,0.09
K/BB,IFFB%,0.1
K/BB,HR/FB,0.02
K/BB,IFH%,-0.03
K/BB,BUH%,0
K/BB,RAR,0.39
K/BB,WAR,0.41
K/BB,tERA,-0.36
K/BB,xFIP,-0.46
K/BB,WPA,0.27
K/BB,RE24,0.31
K/BB,REW,0.32
K/BB,pLI,-0.17
K/BB,inLI,0.01
K/BB,gmLI,-0.06
K/BB,exLI,-0.03
K/BB,Pulls,-0.22
K/BB,WPA/LI,0.31
K/BB,Clutch,-0.05
K/BB,FA%,0.09
K/BB,SL%,0.08
K/BB,CT%,0.23
K/BB,CB%,0.13
K/BB,CH%,0.03
K/BB,SF%,0.08
K/BB,PO%,0.07
K/BB,wFB,0.15
K/BB,wSL,0.19
K/BB,wCT,0.23
K/BB,wCB,0.13
K/BB,wCH,0.22
K/BB,wSF,0.14
K/BB,O-Swing%,0.34
K/BB,Z-Swing%,0.1
K/BB,Swing%,0.47
K/BB,O-Contact%,-0.18
K/BB,Z-Contact%,-0.32
K/BB,Contact%,-0.32
K/BB,Zone%,0.18
K/BB,F-Strike%,0.5
K/BB,SwStr%,0.42
K/BB,ERA-,-0.27
K/BB,FIP-,-0.37
K/BB,xFIP-,-0.49
K/BB,K%,0.41
K/BB,BB%,-0.44
K/BB,SIERA,-0.48
K/BB,RS/9,0.04
K/BB,E-F,0.07
H/9,W,-0.23
H/9,L,0.15
H/9,ERA,0.33
H/9,G,-0.12
H/9,GS,-0.12
H/9,CG,-0.07
H/9,ShO,-0.1
H/9,IP,-0.24
H/9,TBF,-0.17
H/9,H,0.34
H/9,R,0.27
H/9,ER,0.27
H/9,HR,0.13
H/9,BB,-0.28
H/9,IBB,0.09
H/9,HBP,-0.04
H/9,WP,-0.2
H/9,BK,-0.02
H/9,SO,-0.57
H/9,GB,0.21
H/9,FB,-0.02
H/9,LD,0.31
H/9,IFFB,-0.15
H/9,Balls,-0.26
H/9,Strikes,-0.35
H/9,Pitches,-0.35
H/9,RS,-0.07
H/9,IFH,0.03
H/9,BU,0.05
H/9,BUH,0.08
H/9,K/9,-0.58
H/9,BB/9,-0.19
H/9,K/BB,-0.2
H/9,H/9,0.5
H/9,HR/9,0.19
H/9,AVG,0.52
H/9,WHIP,0.33
H/9,BABIP,0.21
H/9,LOB%,-0.25
H/9,FIP,0.37
H/9,GB/FB,0.11
H/9,LD%,0.18
H/9,GB%,0.11
H/9,FB%,-0.18
H/9,IFFB%,-0.19
H/9,HR/FB,0.17
H/9,IFH%,-0.09
H/9,BUH%,0.05
H/9,RAR,-0.3
H/9,WAR,-0.32
H/9,tERA,0.43
H/9,xFIP,0.35
H/9,WPA,-0.29
H/9,RE24,-0.29
H/9,REW,-0.3
H/9,pLI,-0.09
H/9,inLI,-0.12
H/9,gmLI,-0.05
H/9,exLI,0.02
H/9,Pulls,-0.05
H/9,WPA/LI,-0.31
H/9,Clutch,0.03
H/9,FA%,-0.18
H/9,SL%,-0.09
H/9,CT%,-0.08
H/9,CB%,-0.08
H/9,CH%,0.08
H/9,SF%,-0.12
H/9,PO%,-0.03
H/9,wFB,-0.25
H/9,wSL,-0.24
H/9,wCT,-0.11
H/9,wCB,-0.04
H/9,wCH,-0.23
H/9,wSF,-0.12
H/9,O-Swing%,-0.26
H/9,Z-Swing%,0.02
H/9,Swing%,-0.1
H/9,O-Contact%,0.31
H/9,Z-Contact%,0.47
H/9,Contact%,0.55
H/9,Zone%,0.15
H/9,F-Strike%,0.03
H/9,SwStr%,-0.52
H/9,ERA-,0.29
H/9,FIP-,0.33
H/9,xFIP-,0.31
H/9,K%,-0.58
H/9,BB%,-0.23
H/9,SIERA,0.42
H/9,RS/9,0.05
H/9,E-F,0.02
HR/9,W,-0.16
HR/9,L,0.11
HR/9,ERA,0.31
HR/9,G,-0.07
HR/9,GS,-0.07
HR/9,CG,-0.16
HR/9,ShO,-0.13
HR/9,IP,-0.2
HR/9,TBF,-0.16
HR/9,H,0.09
HR/9,R,0.23
HR/9,ER,0.28
HR/9,HR,0.39
HR/9,BB,-0.16
HR/9,IBB,-0.06
HR/9,HBP,0
HR/9,WP,-0.08
HR/9,BK,-0.02
HR/9,SO,-0.29
HR/9,GB,-0.21
HR/9,FB,0.33
HR/9,LD,0.13
HR/9,IFFB,0.26
HR/9,Balls,-0.2
HR/9,Strikes,-0.18
HR/9,Pitches,-0.21
HR/9,RS,-0.03
HR/9,IFH,-0.17
HR/9,BU,-0.08
HR/9,BUH,-0.02
HR/9,K/9,-0.26
HR/9,BB/9,-0.09
HR/9,K/BB,-0.11
HR/9,H/9,0.24
HR/9,HR/9,0.42
HR/9,AVG,0.22
HR/9,WHIP,0.16
HR/9,BABIP,-0.04
HR/9,LOB%,-0.12
HR/9,FIP,0.38
HR/9,GB/FB,-0.29
HR/9,LD%,0.11
HR/9,GB%,-0.33
HR/9,FB%,0.3
HR/9,IFFB%,0.17
HR/9,HR/FB,0.18
HR/9,IFH%,-0.06
HR/9,BUH%,0.01
HR/9,RAR,-0.3
HR/9,WAR,-0.32
HR/9,tERA,0.35
HR/9,xFIP,0.34
HR/9,WPA,-0.21
HR/9,RE24,-0.23
HR/9,REW,-0.23
HR/9,pLI,-0.19
HR/9,inLI,-0.1
HR/9,gmLI,0
HR/9,exLI,-0.01
HR/9,Pulls,0.06
HR/9,WPA/LI,-0.26
HR/9,Clutch,0.09
HR/9,FA%,0.3
HR/9,SL%,0.07
HR/9,CT%,-0.19
HR/9,CB%,-0.08
HR/9,CH%,0.13
HR/9,SF%,0.07
HR/9,PO%,-0.18
HR/9,wFB,-0.24
HR/9,wSL,-0.13
HR/9,wCT,-0.16
HR/9,wCB,-0.07
HR/9,wCH,-0.06
HR/9,wSF,0.1
HR/9,O-Swing%,-0.24
HR/9,Z-Swing%,0.19
HR/9,Swing%,0.09
HR/9,O-Contact%,0.05
HR/9,Z-Contact%,0.09
HR/9,Contact%,0.21
HR/9,Zone%,0.24
HR/9,F-Strike%,0.04
HR/9,SwStr%,-0.15
HR/9,ERA-,0.26
HR/9,FIP-,0.33
HR/9,xFIP-,0.3
HR/9,K%,-0.26
HR/9,BB%,-0.11
HR/9,SIERA,0.32
HR/9,RS/9,0.08
HR/9,E-F,-0.02
AVG,W,-0.23
AVG,L,0.15
AVG,ERA,0.34
AVG,G,-0.12
AVG,GS,-0.12
AVG,CG,-0.08
AVG,ShO,-0.1
AVG,IP,-0.24
AVG,TBF,-0.17
AVG,H,0.36
AVG,R,0.28
AVG,ER,0.28
AVG,HR,0.12
AVG,BB,-0.27
AVG,IBB,0.09
AVG,HBP,-0.03
AVG,WP,-0.19
AVG,BK,-0.02
AVG,SO,-0.58
AVG,GB,0.24
AVG,FB,-0.04
AVG,LD,0.3
AVG,IFFB,-0.17
AVG,Balls,-0.25
AVG,Strikes,-0.35
AVG,Pitches,-0.35
AVG,RS,-0.07
AVG,IFH,0.05
AVG,BU,0.04
AVG,BUH,0.08
AVG,K/9,-0.59
AVG,BB/9,-0.18
AVG,K/BB,-0.22
AVG,H/9,0.51
AVG,HR/9,0.18
AVG,AVG,0.53
AVG,WHIP,0.35
AVG,BABIP,0.22
AVG,LOB%,-0.26
AVG,FIP,0.38
AVG,GB/FB,0.14
AVG,LD%,0.17
AVG,GB%,0.14
AVG,FB%,-0.21
AVG,IFFB%,-0.2
AVG,HR/FB,0.17
AVG,IFH%,-0.09
AVG,BUH%,0.05
AVG,RAR,-0.31
AVG,WAR,-0.32
AVG,tERA,0.43
AVG,xFIP,0.35
AVG,WPA,-0.3
AVG,RE24,-0.3
AVG,REW,-0.3
AVG,pLI,-0.07
AVG,inLI,-0.12
AVG,gmLI,-0.06
AVG,exLI,0.01
AVG,Pulls,-0.04
AVG,WPA/LI,-0.32
AVG,Clutch,0.03
AVG,FA%,-0.21
AVG,SL%,-0.1
AVG,CT%,-0.07
AVG,CB%,-0.07
AVG,CH%,0.08
AVG,SF%,-0.11
AVG,PO%,-0.02
AVG,wFB,-0.25
AVG,wSL,-0.25
AVG,wCT,-0.1
AVG,wCB,-0.03
AVG,wCH,-0.24
AVG,wSF,-0.11
AVG,O-Swing%,-0.26
AVG,Z-Swing%,0.01
AVG,Swing%,-0.12
AVG,O-Contact%,0.31
AVG,Z-Contact%,0.49
AVG,Contact%,0.55
AVG,Zone%,0.13
AVG,F-Strike%,0.01
AVG,SwStr%,-0.53
AVG,ERA-,0.3
AVG,FIP-,0.33
AVG,xFIP-,0.32
AVG,K%,-0.59
AVG,BB%,-0.22
AVG,SIERA,0.43
AVG,RS/9,0.05
AVG,E-F,0.02
WHIP,W,-0.25
WHIP,L,0.14
WHIP,ERA,0.3
WHIP,G,-0.09
WHIP,GS,-0.09
WHIP,CG,-0.23
WHIP,ShO,-0.17
WHIP,IP,-0.28
WHIP,TBF,-0.18
WHIP,H,0.11
WHIP,R,0.21
WHIP,ER,0.21
WHIP,HR,0
WHIP,BB,0.16
WHIP,IBB,0.16
WHIP,HBP,0.04
WHIP,WP,0.03
WHIP,BK,0.05
WHIP,SO,-0.46
WHIP,GB,0.09
WHIP,FB,-0.08
WHIP,LD,0.11
WHIP,IFFB,-0.15
WHIP,Balls,0.03
WHIP,Strikes,-0.36
WHIP,Pitches,-0.23
WHIP,RS,-0.15
WHIP,IFH,0.04
WHIP,BU,0.07
WHIP,BUH,0.06
WHIP,K/9,-0.43
WHIP,BB/9,0.24
WHIP,K/BB,-0.45
WHIP,H/9,0.32
WHIP,HR/9,0.08
WHIP,AVG,0.34
WHIP,WHIP,0.41
WHIP,BABIP,0.12
WHIP,LOB%,-0.19
WHIP,FIP,0.38
WHIP,GB/FB,0.09
WHIP,LD%,0.09
WHIP,GB%,0.09
WHIP,FB%,-0.13
WHIP,IFFB%,-0.15
WHIP,HR/FB,0.08
WHIP,IFH%,0
WHIP,BUH%,0.03
WHIP,RAR,-0.36
WHIP,WAR,-0.37
WHIP,tERA,0.41
WHIP,xFIP,0.41
WHIP,WPA,-0.27
WHIP,RE24,-0.3
WHIP,REW,-0.3
WHIP,pLI,0.08
WHIP,inLI,-0.05
WHIP,gmLI,0.01
WHIP,exLI,0.05
WHIP,Pulls,0.09
WHIP,WPA/LI,-0.32
WHIP,Clutch,0.07
WHIP,FA%,-0.13
WHIP,SL%,-0.09
WHIP,CT%,-0.13
WHIP,CB%,-0.09
WHIP,CH%,-0.01
WHIP,SF%,-0.12
WHIP,PO%,-0.14
WHIP,wFB,-0.22
WHIP,wSL,-0.22
WHIP,wCT,-0.16
WHIP,wCB,-0.04
WHIP,wCH,-0.23
WHIP,wSF,-0.12
WHIP,O-Swing%,-0.36
WHIP,Z-Swing%,-0.06
WHIP,Swing%,-0.35
WHIP,O-Contact%,0.2
WHIP,Z-Contact%,0.36
WHIP,Contact%,0.4
WHIP,Zone%,-0.02
WHIP,F-Strike%,-0.3
WHIP,SwStr%,-0.45
WHIP,ERA-,0.27
WHIP,FIP-,0.35
WHIP,xFIP-,0.41
WHIP,K%,-0.45
WHIP,BB%,0.21
WHIP,SIERA,0.45
WHIP,RS/9,-0.02
WHIP,E-F,-0.04
BABIP,W,-0.04
BABIP,L,-0.04
BABIP,ERA,0
BABIP,G,-0.06
BABIP,GS,-0.06
BABIP,CG,0.08
BABIP,ShO,0.04
BABIP,IP,-0.05
BABIP,TBF,-0.05
BABIP,H,0.11
BABIP,R,-0.02
BABIP,ER,-0.03
BABIP,HR,-0.11
BABIP,BB,-0.11
BABIP,IBB,0.03
BABIP,HBP,-0.06
BABIP,WP,0.02
BABIP,BK,-0.04
BABIP,SO,-0.07
BABIP,GB,0.14
BABIP,FB,-0.18
BABIP,LD,0.06
BABIP,IFFB,-0.24
BABIP,Balls,-0.09
BABIP,Strikes,-0.09
BABIP,Pitches,-0.1
BABIP,RS,-0.01
BABIP,IFH,0.06
BABIP,BU,0.06
BABIP,BUH,0.05
