name,fg_id,fans_g,fans_pa,fans_ab,fans_b1,fans_b2,fans_b3,fans_hr,fans_r,fans_rbi,fans_sb,fans_cs,zips_g,zips_pa,zips_ab,zips_b1,zips_b2,zips_b3,zips_hr,zips_r,zips_rbi,zips_sb,zips_cs,stmr_g,stmr_pa,stmr_ab,stmr_b1,stmr_b2,stmr_b3,stmr_hr,stmr_r,stmr_rbi,stmr_sb,stmr_cs,cair_g,cair_pa,cair_ab,cair_b1,cair_b2,cair_b3,cair_hr,cair_r,cair_rbi,cair_sb,cair_cs,f411_g,f411_pa,f411_ab,f411_b1,f411_b2,f411_b3,f411_hr,f411_r,f411_rbi,f411_sb,f411_cs,real_g,real_pa,real_ab,real_b1,real_b2,real_b3,real_hr,real_r,real_rbi,real_sb,real_cs
Starling Marte,9241,0.22133758,628,0.918789809,0.173566879,0.036624204,0.01433121,0.022292994,0.127388535,0.097133758,0.049363057,0.015923567,0.237024221,578,0.925605536,0.153979239,0.046712803,0.024221453,0.019031142,0.129757785,0.117647059,0.041522491,0.020761246,,589,0.918505942,0.169779287,0.045840407,0.016977929,0.022071307,0.130730051,0.095076401,0.044142615,0.018675722,0.24197758,474.1871015,0.936179796,0.164547306,0.049684826,0.012948283,0.016494155,0.123058055,0.093851552,0.038981401,0.029029964,0.208643226,486.8640316,0.923525872,0.159542789,0.043192507,0.017969861,0.022803351,0.12618565,0.102616496,0.046909294,0.02279113,0.238515901,566,0.901060071,0.167844523,0.045936396,0.017667845,0.021201413,0.14664311,0.061837456,0.072438163,0.026501767
Blake Lalli,9246,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.16,0.05,0,0.02,0.09,0.1,0,0,0.278022209,466.4324194,0.925175888,0.156747666,0.049637192,0.001118379,0.019622707,0.091922073,0.10442007,0.001771962,0.003541884,0.329727828,205.7432826,0.91465629,0.157244658,0.043867285,0.001232643,0.018755304,0.096297543,0.080821287,0.003909808,0.00376849,0.666666667,24,1,0.125,0,0,0,0.041666667,0.083333333,0,0
A.J. Pollock,9256,,,,,,,,,,,,,,,,,,,,,,,,128,0.9140625,0.171875,0.0546875,0.0078125,0.015625,0.09375,0.1015625,0.03125,0.015625,0.239969823,542.5361669,0.926666047,0.178980632,0.056731075,0.006434385,0.012765331,0.122781629,0.091385631,0.034530397,0.016804566,0.353530363,227.9751959,0.914677228,0.167265893,0.051912808,0.007177802,0.015023883,0.114590183,0.084692946,0.030429231,0.015526407,0.284232365,482,0.919087137,0.161825726,0.058091286,0.010373444,0.01659751,0.132780083,0.078838174,0.024896266,0.006224066
Chris Davis,9272,0.23642732,571,0.914185639,0.15061296,0.04028021,0.001751313,0.049036778,0.127845884,0.133099825,0.007005254,0.001751313,0.251785714,560,0.919642857,0.141071429,0.044642857,0.001785714,0.044642857,0.1125,0.135714286,0.005357143,0.003571429,,489,0.90593047,0.137014315,0.049079755,0.00204499,0.051124744,0.126789366,0.145194274,0.00408998,0.00204499,0.250526615,477.2803426,0.918187793,0.148819519,0.050337198,0.00158284,0.049637752,0.130320993,0.144104096,0.00598629,0.003631335,0.252671513,540.3213351,0.917529196,0.145498404,0.04608882,0.000895652,0.049579964,0.125221716,0.147151103,0.004767004,0.003276479,0.237741456,673,0.867756315,0.105497771,0.062407132,0.001485884,0.078751857,0.153046062,0.205052006,0.005943536,0.001485884
Chris Herrmann,9284,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.16,0.04,0,0.01,0.1,0.09,0.01,0,0.253719894,513.712113,0.895443957,0.149210697,0.037475683,0.005168777,0.012771175,0.104705608,0.085645436,0.009258189,0.005621234,0.301027217,228.1172187,0.896466369,0.145696613,0.036479812,0.004167822,0.014128518,0.10194542,0.067087722,0.007988402,0.003687137,0.320224719,178,0.882022472,0.117977528,0.039325843,0,0.02247191,0.08988764,0.101123596,0,0.005617978
Josh Phegley,9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24829684,380.089412,0.93584859,0.147664417,0.047670257,0.001777715,0.021603513,0.093255921,0.102268221,0.004655213,0.00333868,0.416451174,226.6172025,0.939303007,0.154584118,0.045361693,0.001848592,0.02009034,0.094262028,0.085302038,0.004158331,0.002503117,0.305164319,213,0.957746479,0.145539906,0.03286385,0,0.018779343,0.0657277,0.103286385,0.009389671,0
Ryan Wheeler,9312,,,,,,,,,,,,0.254966887,604,0.928807947,0.177152318,0.051324503,0.006622517,0.026490066,0.102649007,0.135761589,0.004966887,0.003311258,,163,0.914110429,0.171779141,0.055214724,0.006134969,0.024539877,0.110429448,0.122699387,0.006134969,0.006134969,0.25726253,509.3217878,0.927115728,0.180893276,0.05784768,0.004786472,0.025330033,0.102663631,0.12122879,0.005814792,0.006047807,0.319778099,256.4584756,0.920961541,0.171771496,0.052927383,0.006428528,0.024019927,0.109097125,0.104028836,0.006418817,0.004497276,0.666666667,42,0.976190476,0.166666667,0.047619048,0,0,0.023809524,0.166666667,0,0
Drew Stubbs,9328,0.24857685,527,0.908918406,0.149905123,0.034155598,0.007590133,0.026565465,0.10056926,0.110056926,0.056925996,0.011385199,,,,,,,,,,,,,420,0.883333333,0.14047619,0.035714286,0.004761905,0.023809524,0.107142857,0.095238095,0.04047619,0.014285714,0.242346903,610.9011434,0.894673521,0.148244666,0.033872796,0.003833615,0.021870848,0.139678389,0.084500209,0.051748068,0.012843646,0.249991473,546.7519817,0.894037211,0.144837287,0.031639967,0.004804527,0.023897659,0.131911673,0.084245201,0.052475887,0.013381285,0.303534304,481,0.893970894,0.139293139,0.043659044,0.004158004,0.020790021,0.122661123,0.093555094,0.035343035,0.004158004
Jason Donald,9331,,,,,,,,,,,,,,,,,,,,,,,,109,0.899082569,0.137614679,0.04587156,0.009174312,0.018348624,0.091743119,0.091743119,0.018348624,0.009174312,,,,,,,,,,,,0.317541976,234.9895548,0.909719046,0.160506081,0.043243599,0.007387062,0.015015217,0.115621103,0.077549887,0.021846528,0.009554366,,,,,,,,,,,
Mark Hamilton,9334,,,,,,,,,,,,,,,,,,,,,,,,100,0.88,0.14,0.05,0,0.03,0.11,0.11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Antonelli,9343,,,,,,,,,,,,,,,,,,,,,,,,100,0.88,0.14,0.05,0,0.02,0.1,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Holt,9345,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.18,0.05,0.01,0.01,0.09,0.09,0.02,0.01,0.245091247,485.5658361,0.913740661,0.192080444,0.058245077,0.008470283,0.005955995,0.097960076,0.072308894,0.020510903,0.02347403,0.317897599,224.9276762,0.906863644,0.187134653,0.049283519,0.009232346,0.006072089,0.103670888,0.065846329,0.01652847,0.015114962,0.361111111,72,0.819444444,0.138888889,0.027777778,0,0,0.125,0.152777778,0.013888889,0
Adam Moore,9362,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.15,0.05,0,0.02,0.1,0.1,0.02,0.01,0.262344503,342.2980056,0.916724803,0.154371381,0.051348057,0.001669177,0.023463868,0.105163654,0.115927656,0.007802521,0.002108629,0.316716152,162.2904286,0.917619037,0.143783171,0.048041155,0.002263452,0.023901313,0.093965268,0.095602194,0.004367777,0.001515607,0.454545455,11,0.909090909,0.181818182,0.090909091,0,0,0.090909091,0,0.090909091,0
Evan Longoria,9368,0.228525122,617,0.873581848,0.145867099,0.053484603,0.003241491,0.048622366,0.145867099,0.162074554,0.008103728,0.003241491,0.232342007,538,0.860594796,0.128252788,0.050185874,0.003717472,0.044609665,0.133828996,0.157992565,0.013011152,0.005576208,,565,0.85840708,0.12920354,0.054867257,0.003539823,0.051327434,0.143362832,0.157522124,0.007079646,0.003539823,0.233484769,515.9330109,0.866180755,0.128054628,0.052219216,0.002600999,0.043190622,0.125272543,0.169327892,0.011378372,0.005502731,0.213667172,551.8707685,0.864401538,0.135404757,0.052191666,0.002973101,0.047488822,0.138184878,0.149180866,0.010238767,0.005308958,0.230880231,693,0.886002886,0.131313131,0.056277056,0.004329004,0.046176046,0.131313131,0.126984127,0.001443001,0
Matt McBride,9373,,,,,,,,,,,,0.249070632,538,0.942379182,0.157992565,0.063197026,0.005576208,0.026022305,0.100371747,0.128252788,0.001858736,0.001858736,,100,0.94,0.16,0.06,0.01,0.03,0.11,0.13,0,0,0.256726244,498.4638429,0.937238859,0.155839871,0.06818942,0.005737527,0.030174589,0.114189761,0.122626555,0.003245995,0.002884377,0.32154472,247.1953977,0.939477945,0.155851573,0.057207468,0.00512027,0.02834134,0.106867146,0.115169917,0.003246715,0.001986721,,,,,,,,,,,
Matt Adams,9393,0.244131455,213,0.910798122,0.145539906,0.056338028,0,0.037558685,0.112676056,0.126760563,0.004694836,0,0.240740741,486,0.932098765,0.158436214,0.053497942,0.002057613,0.032921811,0.104938272,0.135802469,0.004115226,0.002057613,,100,0.92,0.16,0.05,0,0.04,0.11,0.14,0.01,0,0.246489374,488.2116458,0.930876595,0.149905703,0.057099293,0.001452195,0.033168752,0.111503756,0.132104217,0.005015287,0.003261346,0.314973787,233.1823492,0.924124399,0.146884086,0.058502875,0.001338475,0.033876222,0.107957327,0.124578484,0.004266413,0.00233114,0.338557994,319,0.927899687,0.166144201,0.043887147,0,0.053291536,0.144200627,0.159874608,0,0.003134796
Quintin Berry,9414,0.250783699,319,0.905956113,0.184952978,0.031347962,0.006269592,0.003134796,0.087774295,0.097178683,0.059561129,0.009404389,,,,,,,,,,,,,180,0.888888889,0.161111111,0.033333333,0.005555556,0.011111111,0.116666667,0.083333333,0.066666667,0.016666667,0.25396187,553.5139135,0.892622797,0.164780698,0.03123978,0.005527522,0.009142048,0.118155967,0.072010937,0.06331415,0.01974151,0.378313464,277.1700001,0.89368774,0.16607475,0.032227174,0.010847559,0.008716763,0.122488354,0.058194727,0.062288582,0.010513885,1.444444444,9,0.888888889,0.444444444,0,0,0.111111111,0.555555556,0.444444444,0.333333333,0
Chris McGuiness,9423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246556265,386.8919131,0.88923743,0.129084343,0.043890225,0.000844791,0.023767449,0.088240201,0.101899599,0.004022148,0.005960796,0.265322726,315.4472055,0.885829596,0.134647829,0.042257876,0.000172688,0.029162531,0.096761791,0.10000578,0.001878886,0.003331875,0.294117647,34,1,0.147058824,0.029411765,0,0,0,0.029411765,0,0
Brandon Bantz,9442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283927486,240.6717792,0.911511736,0.129961149,0.03738122,0.002294768,0.010473043,0.090727522,0.08245264,0.004689408,0.004429389,,,,,,,,,,,,0.5,2,1,0,0,0,0,0,0,0,0
Thomas Neal,9461,,,,,,,,,,,,,,,,,,,,,,,,106,0.905660377,0.169811321,0.056603774,0,0.018867925,0.113207547,0.113207547,0.018867925,0.009433962,0.25363433,478.3320486,0.915152043,0.168614246,0.063339257,0.003404974,0.019202275,0.119710953,0.096532062,0.014986689,0.013312859,0.300290788,216.9920519,0.911729295,0.163043232,0.050888761,0.003705671,0.019872396,0.116700512,0.091128747,0.01459475,0.010117531,0.352941176,17,0.882352941,0.117647059,0,0,0,0.058823529,0,0,0
Adrian Cardenas,9514,,,,,,,,,,,,,,,,,,,,,,,,118,0.898305085,0.177966102,0.059322034,0.008474576,0.008474576,0.101694915,0.093220339,0.016949153,0.008474576,0.25104777,512.8506019,0.903034632,0.175805158,0.054742541,0.004831214,0.009639893,0.113713584,0.092347901,0.015252232,0.010386248,,,,,,,,,,,,,,,,,,,,,,
Steve Clevenger,9542,0.253275109,229,0.917030568,0.179039301,0.03930131,0.004366812,0.004366812,0.082969432,0.087336245,0,0,,,,,,,,,,,,,106,0.905660377,0.160377358,0.056603774,0,0.009433962,0.08490566,0.094339623,0,0,0.283661184,385.1752212,0.917147587,0.165407998,0.055313508,0.00425688,0.013918597,0.096352674,0.09669316,0.005368996,0.004793086,0.340884146,209.5132729,0.913951347,0.152055634,0.056164775,0.003627267,0.011805722,0.09079916,0.07806705,0.003377142,0.004267127,0.5,24,0.958333333,0.166666667,0.041666667,0,0,0.083333333,0.083333333,0,0
David Freese,9549,0.239726027,584,0.897260274,0.184931507,0.042808219,0.001712329,0.030821918,0.13869863,0.143835616,0.008561644,0.003424658,0.259681093,439,0.897494305,0.16856492,0.043280182,0.002277904,0.029612756,0.107061503,0.141230068,0.004555809,0.004555809,,504,0.888888889,0.168650794,0.049603175,0.001984127,0.029761905,0.115079365,0.123015873,0.003968254,0.001984127,0.256049661,351.633796,0.896215369,0.172390087,0.045887117,0.002412575,0.028621029,0.116806867,0.140278009,0.005554867,0.00358018,0.22811955,504.1738188,0.892117321,0.176373252,0.044789549,0.002258556,0.031727971,0.117692197,0.11032636,0.004612155,0.003450951,0.26487524,521,0.886756238,0.163147793,0.049904031,0.001919386,0.017274472,0.101727447,0.115163148,0.001919386,0.003838772
Craig Gentry,9571,0.273972603,365,0.898630137,0.208219178,0.02739726,0.008219178,0.005479452,0.126027397,0.109589041,0.046575342,0.010958904,,,,,,,,,,,,,237,0.894514768,0.181434599,0.042194093,0.008438819,0.008438819,0.109704641,0.092827004,0.042194093,0.012658228,0.29630956,352.4306524,0.900230011,0.186629482,0.035970628,0.009228523,0.011546834,0.13622439,0.086636835,0.042894326,0.013704969,0.342587286,268.9616949,0.893552818,0.18798158,0.037459755,0.008366501,0.008577228,0.121321979,0.060742757,0.053062305,0.014636554,0.369337979,287,0.857142857,0.177700348,0.041811847,0.013937282,0.006968641,0.135888502,0.076655052,0.083623693,0.010452962
Jeff Kobernus,9591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243587161,436.275812,0.946891492,0.1792974,0.035970747,0.004420997,0.008509084,0.094643006,0.072078197,0.05752637,0.030439823,0.332658786,319.4600323,0.949606953,0.188582664,0.032988895,0.004337803,0.007332565,0.102229035,0.051153234,0.067048991,0.024591595,0.666666667,36,0.833333333,0.111111111,0,0,0.027777778,0.222222222,0.027777778,0.083333333,0.055555556
Yan Gomes,9627,,,,,,,,,,,,,,,,,,,,,,,,113,0.911504425,0.132743363,0.053097345,0,0.03539823,0.10619469,0.115044248,0.008849558,0,0.270043159,374.1318473,0.925155711,0.127676549,0.061936696,0.001971558,0.029327965,0.097386832,0.126642178,0.004735854,0.001299256,0.42345209,198.4070334,0.916452519,0.127173526,0.052274162,0.001850755,0.030897497,0.096398641,0.113070004,0.004632359,0.001125271,0.273291925,322,0.909937888,0.170807453,0.055900621,0.00621118,0.034161491,0.139751553,0.118012422,0.00621118,0
Michael McKenry,9628,,,,,,,,,,,,,,,,,,,,,,,,128,0.890625,0.1328125,0.046875,0,0.0234375,0.09375,0.1015625,0,0,0.272898351,353.7423879,0.895868685,0.126088236,0.053203498,0.001327451,0.023378563,0.09203332,0.108537966,0.004310354,0.003539018,0.345408172,220.5465235,0.888731397,0.122628441,0.052254196,0.00084113,0.028733161,0.093611127,0.10753299,0.002232978,0.001789444,0.336065574,122,0.942622951,0.131147541,0.049180328,0,0.024590164,0.073770492,0.114754098,0,0
Brett Jackson,9632,0.240875912,411,0.858880779,0.131386861,0.03406326,0.01459854,0.02676399,0.116788321,0.124087591,0.03163017,0.00729927,0.234824281,626,0.875399361,0.119808307,0.038338658,0.015974441,0.02715655,0.126198083,0.097444089,0.03514377,0.014376997,,270,0.877777778,0.122222222,0.040740741,0.011111111,0.02962963,0.111111111,0.111111111,0.037037037,0.014814815,0.232718978,455.1374297,0.886879176,0.132627893,0.044249367,0.012052372,0.026758662,0.133040004,0.09225191,0.034137046,0.016340063,0.261982822,278.5413127,0.874871297,0.116214647,0.041820863,0.011442741,0.029359691,0.121939357,0.108823242,0.032252683,0.015292754,,,,,,,,,,,
Adam Rosales,9682,,,,,,,,,,,,,,,,,,,,,,,,163,0.901840491,0.147239264,0.042944785,0,0.024539877,0.098159509,0.104294479,0.006134969,0.006134969,0.272491288,335.0164448,0.90444682,0.146491831,0.042663928,0.005323944,0.021165237,0.12575584,0.119672814,0.009128835,0.005236722,0.316379371,208.9148668,0.899609208,0.146550223,0.039512702,0.004777921,0.021200359,0.109963584,0.085035336,0.008021598,0.005347414,0.409638554,166,0.885542169,0.108433735,0.030120482,0,0.030120482,0.090361446,0.072289157,0,0
Jeff Baisley,9684,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.15,0.05,0,0.02,0.1,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Thole,9689,0.258389262,298,0.909395973,0.191275168,0.040268456,0,0.003355705,0.087248322,0.087248322,0,0,,,,,,,,,,,,,161,0.881987578,0.173913043,0.049689441,0,0.00621118,0.099378882,0.086956522,0.00621118,0,0.281709686,414.6112328,0.89667177,0.171115004,0.052640696,0.002362529,0.0107978,0.075107416,0.087663651,0.004731348,0.003531324,0.336019021,279.5476669,0.895236215,0.176034414,0.047229244,0.00126376,0.008433942,0.079142273,0.062310702,0.001882208,0.002251306,0.333333333,135,0.888888889,0.118518519,0.022222222,0.007407407,0.007407407,0.081481481,0.059259259,0,0
Rusty Ryal,9698,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.15,0.05,0.01,0.02,0.1,0.1,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casper Wells,9700,0.25,360,0.905555556,0.147222222,0.033333333,0.008333333,0.030555556,0.111111111,0.125,0.011111111,0.005555556,,,,,,,,,,,,,234,0.884615385,0.115384615,0.042735043,0.008547009,0.034188034,0.106837607,0.111111111,0.008547009,0.004273504,0.27412131,387.8626898,0.898852643,0.117677284,0.042000065,0.007089729,0.032216485,0.11986811,0.111037364,0.013858526,0.012609961,0.367727275,248.6638396,0.901322042,0.125161099,0.043025627,0.006367294,0.034502633,0.124783872,0.116745373,0.011290425,0.00727932,0.519607843,102,0.931372549,0.098039216,0.019607843,0,0,0.058823529,0.009803922,0,0.009803922
Jason Kipnis,9776,0.224669604,681,0.881057269,0.158590308,0.039647577,0.01174743,0.027900147,0.139500734,0.12041116,0.038179148,0.005873715,0.228243021,609,0.891625616,0.155993432,0.039408867,0.009852217,0.022988506,0.13136289,0.116584565,0.02955665,0.006568144,,678,0.887905605,0.154867257,0.045722714,0.007374631,0.02359882,0.122418879,0.103244838,0.028023599,0.013274336,0.232699861,536.3199918,0.895180969,0.155698241,0.040331374,0.007228936,0.023865869,0.129505913,0.108850651,0.028240859,0.006733664,0.204880266,608.162667,0.885827508,0.161197976,0.040272581,0.007632648,0.024631526,0.131405075,0.095638978,0.035063997,0.008260107,0.226443769,658,0.857142857,0.156534954,0.054711246,0.006079027,0.025835866,0.130699088,0.127659574,0.045592705,0.010638298
Nolan Arenado,9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247325785,529.0489926,0.932889185,0.164846746,0.067761704,0.002613121,0.028012187,0.093016665,0.11932568,0.003516611,0.006018722,0.328904568,397.828034,0.917105572,0.150078305,0.072769517,0.003671996,0.026280086,0.092508798,0.122248611,0.003054372,0.004343752,0.258754864,514,0.945525292,0.1692607,0.056420233,0.007782101,0.019455253,0.095330739,0.101167315,0.003891051,0
Kyle Seager,9785,0.232061069,655,0.911450382,0.158778626,0.053435115,0.003053435,0.029007634,0.111450382,0.134351145,0.019847328,0.007633588,0.229260935,663,0.914027149,0.165912519,0.051282051,0.003016591,0.021116139,0.12066365,0.113122172,0.018099548,0.010558069,,625,0.904,0.1584,0.0528,0.0016,0.024,0.1104,0.1104,0.0144,0.008,0.234395674,560.4211528,0.912843372,0.159404142,0.050226784,0.002192158,0.01924146,0.103127698,0.104484715,0.016861845,0.01591809,0.223169204,584.5494311,0.907748269,0.15805116,0.054105899,0.001982255,0.026376439,0.108373203,0.10595715,0.018210562,0.009222836,0.230215827,695,0.884892086,0.149640288,0.046043165,0.002877698,0.031654676,0.113669065,0.099280576,0.01294964,0.004316547
Will Rhymes,9802,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.17,0.04,0.01,0.01,0.1,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Goins,9807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252883376,458.9711611,0.926822418,0.155507652,0.050915694,0.004732157,0.00864371,0.086477023,0.081591883,0.010513168,0.017557168,,,,,,,,,,,,0.280991736,121,0.983471074,0.190082645,0.041322314,0,0.016528926,0.090909091,0.066115702,0,0
Brian Dozier,9810,,,,,,,,,,,,,,,,,,,,,,,,205,0.917073171,0.165853659,0.043902439,0.004878049,0.014634146,0.097560976,0.092682927,0.024390244,0.009756098,0.242528469,574.9805497,0.914557218,0.165381001,0.040630915,0.007244123,0.012946788,0.105019973,0.08221157,0.022968871,0.015054678,0.310956734,359.2929945,0.91451381,0.160295502,0.041178783,0.005450019,0.015383344,0.103129834,0.075036677,0.023814255,0.010247955,0.235955056,623,0.895666132,0.130016051,0.052969502,0.006420546,0.028892456,0.115569823,0.105939005,0.02247191,0.011235955
Andrew McCutchen,9847,0.227074236,687,0.871906841,0.164483261,0.04657933,0.00727802,0.040756914,0.14992722,0.154294032,0.036390102,0.010189229,0.23179792,673,0.866270431,0.154531947,0.046062407,0.008915305,0.035661218,0.156017831,0.124814264,0.034175334,0.016344725,,675,0.866666667,0.155555556,0.053333333,0.007407407,0.037037037,0.137777778,0.133333333,0.020740741,0.01037037,0.232326775,644.4026958,0.872842591,0.159277951,0.047560195,0.008367344,0.035531738,0.137605211,0.126911162,0.033952772,0.014659729,0.232867317,663.7714085,0.86813034,0.159379792,0.047949559,0.008585944,0.038145172,0.144352884,0.13121319,0.032327282,0.014587815,0.232937685,674,0.864985163,0.179525223,0.056379822,0.007418398,0.03115727,0.143916914,0.12462908,0.040059347,0.014836795
Austin Jackson,9848,0.218077475,697,0.892395983,0.173601148,0.044476327,0.015781923,0.021520803,0.154949785,0.098995696,0.031563845,0.008608321,0.224887556,667,0.87856072,0.154422789,0.03898051,0.014992504,0.022488756,0.140929535,0.085457271,0.023988006,0.011994003,,709,0.884344147,0.169252468,0.045133992,0.012693935,0.018335684,0.138222849,0.093088858,0.018335684,0.008462623,0.22709489,639.8206503,0.89423418,0.174551227,0.043502372,0.013580171,0.018654246,0.148098372,0.085670216,0.027934124,0.010696548,0.224348509,663.1052158,0.888275448,0.166201657,0.043069035,0.01516248,0.019640227,0.14503828,0.093708235,0.026055115,0.010932381,0.21009772,614,0.899022801,0.164495114,0.048859935,0.011400651,0.019543974,0.161237785,0.07980456,0.013029316,0.006514658
Sean Halton,9853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261324682,497.1411544,0.92213991,0.149230184,0.054166421,0.002897999,0.025302483,0.090352833,0.117203116,0.005713524,0.00534044,,,,,,,,,,,,0.378378378,111,0.90990991,0.144144144,0.036036036,0,0.036036036,0.081081081,0.153153153,0,0
Efren Navarro,9854,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.18,0.05,0,0.01,0.1,0.1,0.01,0,0.255277539,573.8851936,0.92687207,0.166028719,0.048511447,0.003336871,0.012650828,0.105789053,0.101155253,0.007681198,0.007774013,0.425461424,344.3320401,0.924546197,0.162112,0.047076654,0.003568489,0.013983685,0.102888168,0.075426185,0.008282794,0.006143337,0.666666667,6,0.666666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0
Brandon Snyder,9856,,,,,,,,,,,,,,,,,,,,,,,,155,0.909677419,0.148387097,0.051612903,0,0.025806452,0.109677419,0.116129032,0.006451613,0,0.264179897,428.8203436,0.921800323,0.153315564,0.052257414,0.002915156,0.027430402,0.102796428,0.118993585,0.005268435,0.004193004,0.417452599,199.1671805,0.905676936,0.145449841,0.05162401,0.003263668,0.029090062,0.10885428,0.110366427,0.005237821,0.002809745,0.519230769,52,0.961538462,0.076923077,0.057692308,0,0.038461538,0.096153846,0.134615385,0,0
Bryan Anderson,9871,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.16,0.04,0,0.02,0.1,0.1,0.01,0,0.264210379,373.0793206,0.904355397,0.151737821,0.040558831,0.001976253,0.025768171,0.100463275,0.09434524,0.003472762,0.001684665,0.295150613,189.0076179,0.895785574,0.147091761,0.040914195,0.002824753,0.02238275,0.096353464,0.087093911,0.005514227,0.001230875,0.526315789,19,0.947368421,0,0.052631579,0,0,0.052631579,0.105263158,0,0
DJ LeMahieu,9874,0.241157556,311,0.92926045,0.202572347,0.045016077,0.006430868,0.006430868,0.096463023,0.099678457,0.019292605,0.006430868,0.260869565,598,0.934782609,0.217391304,0.043478261,0.010033445,0.005016722,0.088628763,0.091973244,0.02006689,0.013377926,,175,0.925714286,0.205714286,0.051428571,0.005714286,0.005714286,0.108571429,0.097142857,0.022857143,0.011428571,0.260921563,519.7922252,0.936352902,0.221797494,0.046076565,0.007150695,0.008464586,0.096976896,0.088933694,0.016394508,0.017751439,0.396510472,231.7088867,0.92928287,0.203807481,0.048552418,0.010222058,0.009063021,0.097107987,0.072819426,0.014208233,0.012960257,0.251152074,434,0.930875576,0.200460829,0.048387097,0.006912442,0.004608295,0.089861751,0.064516129,0.041474654,0.016129032
Trayvon Robinson,9875,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.15,0.04,0,0.03,0.11,0.11,0.04,0.01,,,,,,,,,,,,0.415353563,241.6615843,0.892529823,0.140367866,0.041083321,0.005906194,0.026046274,0.110230253,0.097319634,0.03050282,0.016989619,,,,,,,,,,,
Jordan Schafer,9883,0.248756219,201,0.900497512,0.15920398,0.029850746,0.004975124,0.014925373,0.084577114,0.094527363,0.059701493,0.014925373,,,,,,,,,,,,,100,0.89,0.14,0.04,0.01,0.01,0.09,0.08,0.04,0.02,0.255815701,370.6630518,0.89577401,0.151069259,0.035119458,0.003976563,0.010687599,0.109124554,0.069810029,0.045583376,0.021182354,0.32885674,286.6713618,0.887781847,0.152272377,0.032448106,0.005726249,0.0100678,0.118201008,0.056657303,0.05957905,0.019477013,0.354716981,265,0.871698113,0.162264151,0.030188679,0.011320755,0.011320755,0.120754717,0.079245283,0.083018868,0.022641509
Ivan De Jesus,9886,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.16,0.05,0.01,0.01,0.1,0.09,0.01,0,,,,,,,,,,,,0.454373294,162.1130403,0.914909459,0.165577624,0.044003741,0.003395383,0.010364001,0.103433481,0.06520991,0.009731201,0.004616986,,,,,,,,,,,
Jay Bruce,9892,0.23655914,651,0.887864823,0.125960061,0.049155146,0.007680492,0.053763441,0.147465438,0.155145929,0.00921659,0.003072197,0.247191011,623,0.88282504,0.125200642,0.04494382,0.006420546,0.051364366,0.138041734,0.16211878,0.012841091,0.008025682,,614,0.876221498,0.125407166,0.043973941,0.004885993,0.052117264,0.131921824,0.153094463,0.008143322,0.006514658,0.244646109,607.8167373,0.886392504,0.124507007,0.046396472,0.005623227,0.051903833,0.136939322,0.137024413,0.012387469,0.007095028,0.246928135,617.8585797,0.884239853,0.124868156,0.046414892,0.005829793,0.052641175,0.13856472,0.157383761,0.012175814,0.006638066,0.229555237,697,0.898134864,0.129124821,0.06169297,0.00143472,0.043041607,0.1276901,0.156384505,0.010043042,0.004304161
