name,fg_id,fans_g,fans_pa,fans_ab,fans_b1,fans_b2,fans_b3,fans_hr,fans_r,fans_rbi,fans_sb,fans_cs,zips_g,zips_pa,zips_ab,zips_b1,zips_b2,zips_b3,zips_hr,zips_r,zips_rbi,zips_sb,zips_cs,stmr_g,stmr_pa,stmr_ab,stmr_b1,stmr_b2,stmr_b3,stmr_hr,stmr_r,stmr_rbi,stmr_sb,stmr_cs,cair_g,cair_pa,cair_ab,cair_b1,cair_b2,cair_b3,cair_hr,cair_r,cair_rbi,cair_sb,cair_cs,f411_g,f411_pa,f411_ab,f411_b1,f411_b2,f411_b3,f411_hr,f411_r,f411_rbi,f411_sb,f411_cs,real_g,real_pa,real_ab,real_b1,real_b2,real_b3,real_hr,real_r,real_rbi,real_sb,real_cs
Adrian Beltre,639,0.231629393,626,0.924920128,0.169329073,0.055910543,0.001597444,0.049520767,0.137380192,0.159744409,0.004792332,0.001597444,0.238675958,574,0.928571429,0.170731707,0.054006969,0.00174216,0.048780488,0.12543554,0.155052265,0.003484321,0.00174216,,579,0.925734024,0.165803109,0.056994819,0.003454231,0.046632124,0.134715026,0.160621762,0.001727116,0.001727116,0.237175708,521.2198611,0.922642566,0.168159458,0.05672824,0.002388305,0.049248637,0.150023395,0.143513452,0.00500425,0.001757279,0.234065577,589.0381886,0.926371756,0.171684449,0.056904042,0.002630433,0.050144349,0.139514753,0.159343068,0.002836542,0.001625235,0.233333333,690,0.914492754,0.198550725,0.046376812,0,0.043478261,0.127536232,0.133333333,0.001449275,0
Cesar Izturis,656,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.04,0.01,0.01,0.08,0.08,0.01,0,0.296729831,254.353051,0.92768357,0.167722847,0.02974189,0.00526105,0.010646657,0.092476323,0.069596983,0.015498475,0.009141236,0.321490539,213.8074395,0.936356862,0.178839706,0.031780894,0.005571211,0.007154642,0.086540912,0.050538593,0.015997094,0.007566957,0.443661972,142,0.908450704,0.133802817,0.056338028,0,0,0.042253521,0.077464789,0,0
Joe Thurston,673,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.16,0.05,0,0.01,0.09,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Belliard,677,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.16,0.05,0,0.02,0.1,0.1,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.P. Arencibia,697,0.253763441,465,0.922580645,0.129032258,0.038709677,0.002150538,0.04516129,0.105376344,0.109677419,0.002150538,0,0.256465517,464,0.924568966,0.112068966,0.049568966,0.004310345,0.049568966,0.112068966,0.155172414,0.002155172,0,,335,0.910447761,0.113432836,0.044776119,0.002985075,0.044776119,0.11641791,0.134328358,0.002985075,0.002985075,0.255823301,460.8649781,0.920912211,0.110944326,0.05313901,0.003096056,0.046090147,0.11842895,0.143877383,0.003577413,0.001699863,0.254748738,426.4332543,0.917377033,0.113989896,0.047028308,0.003316102,0.048223569,0.116191632,0.146204682,0.002708209,0.001272417,0.277665996,497,0.953722334,0.106639839,0.036217304,0,0.042253521,0.09054326,0.110663984,0,0.004024145
Casey Blake,719,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.14,0.05,0,0.02,0.1,0.1,0.01,0,0.250129593,375.3609783,0.879009191,0.146071708,0.047759399,0.005692571,0.026171352,0.113203301,0.117793813,0.00558881,0.006947969,,,,,,,,,,,,,,,,,,,,,,
Torii Hunter,731,0.230383973,599,0.90984975,0.188647746,0.038397329,0.001669449,0.026711185,0.111853088,0.131886477,0.008347245,0.003338898,0.239713775,559,0.910554562,0.189624329,0.037567084,0.001788909,0.032200358,0.13059034,0.150268336,0.010733453,0.005366726,,535,0.897196262,0.164485981,0.044859813,0.003738318,0.029906542,0.127102804,0.119626168,0.007476636,0.003738318,0.237631859,611.45,0.899579667,0.184610465,0.044589332,0.001764607,0.030833598,0.119802069,0.152658168,0.014963178,0.008688326,0.245911559,595.4715337,0.904738259,0.176636907,0.042350032,0.002627044,0.031916421,0.128596067,0.109031313,0.012385014,0.007652661,0.220858896,652,0.929447853,0.191717791,0.056748466,0.007668712,0.02607362,0.13803681,0.128834356,0.004601227,0.003067485
David Ortiz,745,0.23117338,571,0.865148862,0.143607706,0.059544658,0.001751313,0.049036778,0.154115587,0.182136602,0,0,0.23923445,418,0.861244019,0.136363636,0.062200957,0,0.055023923,0.133971292,0.148325359,0,0.002392344,,492,0.855691057,0.134146341,0.056910569,0.00203252,0.044715447,0.140243902,0.150406504,0.00203252,0,0.237738675,534.2,0.862594511,0.138956901,0.060323805,0.000996551,0.043046711,0.152914298,0.144108773,0.00261931,0.002644098,0.237689081,523.0923227,0.862112099,0.137442206,0.06039405,0.001132657,0.049321227,0.143528548,0.158327227,0.001185113,0.001468293,0.228333333,600,0.863333333,0.15,0.063333333,0.003333333,0.05,0.14,0.171666667,0.006666667,0
A.J. Pierzynski,746,0.248587571,531,0.939736347,0.1826742,0.04519774,0.003766478,0.028248588,0.111111111,0.122410546,0,0,0.257383966,474,0.936708861,0.179324895,0.046413502,0.004219409,0.029535865,0.099156118,0.124472574,0.002109705,0.002109705,,425,0.924705882,0.171764706,0.044705882,0.007058824,0.028235294,0.108235294,0.12,0.002352941,0.002352941,0.254816345,457.5641634,0.92647251,0.184703891,0.04820256,0.005043629,0.027427733,0.111740243,0.111373183,0.00290336,0.002472759,0.262382442,482.2411455,0.930045887,0.178652238,0.047499464,0.004195177,0.028792638,0.108333421,0.108002449,0.001706299,0.001550963,0.253308129,529,0.950850662,0.179584121,0.04536862,0.001890359,0.032136106,0.09073724,0.132325142,0.001890359,0.001890359
Orlando Cabrera,766,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.18,0.05,0,0.01,0.09,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endy Chavez,768,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.18,0.04,0,0.01,0.1,0.09,0.03,0.01,0.282948467,237.8690657,0.921770986,0.164851875,0.04224608,0.005844109,0.013049566,0.113350255,0.087271182,0.023938547,0.008087685,0.321896841,211.7210702,0.922716626,0.17320654,0.04194731,0.006134329,0.013699412,0.10441543,0.073017334,0.026079512,0.012353406,0.347670251,279,0.953405018,0.211469534,0.035842294,0,0.007168459,0.078853047,0.050179211,0.003584229,0.010752688
Vladimir Guerrero,778,,,,,,,,,,,,0.243902439,246,0.959349593,0.191056911,0.048780488,0.004065041,0.028455285,0.105691057,0.117886179,0.004065041,0.004065041,,100,0.93,0.18,0.05,0,0.03,0.11,0.12,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Frazier,785,0.243986254,582,0.903780069,0.147766323,0.049828179,0.006872852,0.037800687,0.121993127,0.134020619,0.010309278,0.001718213,0.260869565,552,0.90942029,0.128623188,0.050724638,0.007246377,0.038043478,0.119565217,0.137681159,0.018115942,0.007246377,,500,0.902,0.132,0.048,0.006,0.038,0.112,0.128,0.014,0.008,0.257316688,568.9209597,0.910337496,0.130533048,0.052284421,0.005265923,0.038615977,0.116599374,0.118708779,0.019869387,0.00985932,0.269701518,535.6450596,0.904579308,0.129763382,0.051349448,0.007321576,0.040002131,0.118947392,0.136098137,0.014207937,0.005913778,0.25,600,0.885,0.121666667,0.048333333,0.005,0.031666667,0.105,0.121666667,0.01,0.008333333
Brandon Phillips,791,0.223546945,671,0.9195231,0.186289121,0.047690015,0.004470939,0.02533532,0.137108793,0.113263785,0.022354694,0.007451565,0.231007752,645,0.920930233,0.178294574,0.049612403,0.003100775,0.026356589,0.131782946,0.120930233,0.021705426,0.009302326,,662,0.912386707,0.170694864,0.051359517,0.003021148,0.027190332,0.128398792,0.105740181,0.01510574,0.00755287,0.229968623,653.35,0.914590935,0.175297038,0.049102094,0.003613026,0.026894391,0.140515995,0.113195379,0.023129653,0.010197409,0.232994334,641.2888422,0.917656706,0.176860909,0.049774911,0.003475738,0.027580622,0.135540503,0.106672419,0.021458624,0.009159069,0.226726727,666,0.90990991,0.171171171,0.036036036,0.003003003,0.027027027,0.12012012,0.154654655,0.007507508,0.004504505
Brian Schneider,795,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.13,0.04,0,0.02,0.09,0.09,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Almonte,808,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.17,0.05,0,0.01,0.09,0.09,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Giambi,818,,,,,,,,,,,,,,,,,,,,,,,,134,0.843283582,0.119402985,0.037313433,0,0.029850746,0.104477612,0.104477612,0.007462687,0.007462687,0.356687236,189.6936124,0.840623419,0.124575443,0.039377682,0.001136817,0.031083175,0.113435433,0.122419129,0.006586322,0.002752149,0.381411196,175.2194113,0.823447679,0.117071995,0.037800491,0.001035365,0.036427908,0.100957691,0.111929539,0.003744864,0.001240946,0.328703704,216,0.861111111,0.078703704,0.037037037,0,0.041666667,0.097222222,0.143518519,0,0.00462963
Derek Jeter,826,0.218954248,612,0.91503268,0.20751634,0.040849673,0.003267974,0.014705882,0.133986928,0.093137255,0.009803922,0.003267974,0.216216216,555,0.902702703,0.196396396,0.036036036,0.007207207,0.010810811,0.124324324,0.095495495,0.023423423,0.010810811,,561,0.905525847,0.201426025,0.042780749,0.001782531,0.01426025,0.122994652,0.08912656,0.012477718,0.005347594,0.216423937,601.469577,0.905737512,0.210435427,0.03792536,0.00367007,0.01488422,0.14271326,0.087318752,0.01830398,0.006897584,0.224034976,626.6468161,0.906743395,0.204349331,0.040109595,0.003441144,0.01421094,0.132249564,0.07120859,0.017682893,0.007118787,0.232876712,73,0.863013699,0.136986301,0.01369863,0,0.01369863,0.109589041,0.095890411,0,0
Nick Johnson,828,,,,,,,,,,,,0.272727273,176,0.840909091,0.125,0.034090909,0,0.022727273,0.090909091,0.079545455,0.005681818,0.005681818,,100,0.84,0.13,0.04,0,0.02,0.11,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Posada,841,,,,,,,,,,,,,,,,,,,,,,,,100,0.88,0.13,0.05,0,0.03,0.11,0.11,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Rivera,843,,,,,,,,,,,,0.278177458,417,0.913669065,0.165467626,0.040767386,0,0.03117506,0.105515588,0.158273381,0.004796163,0.004796163,,159,0.905660377,0.150943396,0.044025157,0,0.031446541,0.106918239,0.113207547,0.006289308,0.006289308,,,,,,,,,,,,0.317313625,332.1109625,0.910815376,0.160575942,0.044428381,0.000587543,0.027874037,0.101872224,0.100098231,0.005742456,0.006327362,,,,,,,,,,,
Alfonso Soriano,847,0.234887737,579,0.913644214,0.136442142,0.050086356,0.003454231,0.041450777,0.117443869,0.131260794,0.008635579,0.001727116,0.253283302,533,0.926829268,0.127579737,0.05065666,0.003752345,0.048780488,0.108818011,0.170731707,0.00750469,0.003752345,,501,0.910179641,0.123752495,0.051896208,0.003992016,0.041916168,0.115768463,0.137724551,0.005988024,0.003992016,0.251428281,495.6167561,0.915406092,0.130347124,0.053457617,0.002050211,0.040051117,0.115958102,0.150929177,0.009826202,0.003065628,0.254042049,546.6445021,0.919366514,0.125491356,0.053801875,0.002808268,0.046986662,0.112426042,0.149042566,0.008061918,0.003296755,0.241214058,626,0.928115016,0.129392971,0.051118211,0.001597444,0.054313099,0.134185304,0.161341853,0.028753994,0.014376997
John Hester,877,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.14,0.05,0,0.02,0.1,0.1,0.01,0,0.275807559,330.7171349,0.914373395,0.143272832,0.044994054,0.005067051,0.01996566,0.104262279,0.098719065,0.00757918,0.011021881,0.385149403,163.8510729,0.910597856,0.140705108,0.041745491,0.003204792,0.022322523,0.11114738,0.087790802,0.006544763,0.006665569,1,1,0,0,0,0,0,1,0,0,0
Eric Chavez,906,0.248554913,346,0.904624277,0.179190751,0.040462428,0,0.023121387,0.104046243,0.115606936,0,0,0.336633663,202,0.905940594,0.153465347,0.044554455,0,0.034653465,0.094059406,0.138613861,0,0,,205,0.892682927,0.151219512,0.048780488,0.004878049,0.034146341,0.107317073,0.126829268,0.004878049,0,0.309116331,214.5901936,0.90008633,0.159327026,0.049194299,0.003424089,0.031835609,0.10951639,0.113297578,0.004260047,0.001601801,0.333067801,216.5058013,0.901005454,0.159238677,0.04503683,0.001608772,0.03276199,0.106140871,0.111722794,0.001576939,0.000843565,0.31496063,254,0.897637795,0.153543307,0.05511811,0.007874016,0.035433071,0.11023622,0.173228346,0.003937008,0
Brennan Boesch,914,0.25,416,0.918269231,0.151442308,0.048076923,0.004807692,0.028846154,0.112980769,0.120192308,0.007211538,0.002403846,0.253258845,537,0.925512104,0.156424581,0.046554935,0.005586592,0.027932961,0.109869646,0.115456238,0.013035382,0.005586592,,277,0.909747292,0.151624549,0.050541516,0.003610108,0.028880866,0.115523466,0.122743682,0.010830325,0.003610108,0.252101647,526.1766487,0.919639028,0.149711086,0.047489664,0.004483868,0.028038671,0.11881104,0.11645243,0.01253293,0.005578237,0.309875089,418.9591372,0.91435232,0.150103095,0.050239969,0.004910773,0.028232213,0.115422446,0.108894809,0.012171576,0.005738966,0.433962264,53,0.962264151,0.150943396,0.037735849,0.018867925,0.056603774,0.113207547,0.150943396,0,0
Ramon Hernandez,918,,,,,,,,,,,,0.273504274,234,0.923076923,0.162393162,0.047008547,0,0.02991453,0.081196581,0.136752137,0,0.004273504,,190,0.9,0.163157895,0.047368421,0,0.026315789,0.110526316,0.110526316,0.005263158,0,0.262292626,323.4936535,0.904928593,0.176293525,0.050625578,0.002526568,0.025635196,0.095749593,0.117009717,0.003218083,0.002357008,0.316692718,241.9274655,0.914139645,0.169572733,0.047111023,0.001431709,0.027029929,0.092868491,0.101450552,0.001422339,0.001865792,0.309090909,55,0.872727273,0.090909091,0.036363636,0,0.054545455,0.072727273,0.109090909,0.018181818,0
Carlos Pena,934,0.234726688,622,0.834405145,0.110932476,0.030546624,0.003215434,0.036977492,0.11414791,0.128617363,0.006430868,0.003215434,0.255238095,525,0.828571429,0.091428571,0.036190476,0.003809524,0.045714286,0.123809524,0.123809524,0.003809524,0.003809524,,543,0.830570902,0.095764273,0.034990792,0.003683241,0.040515654,0.11786372,0.119705341,0.003683241,0.001841621,0.252740692,600.4177585,0.83285448,0.090837646,0.037635612,0.002656657,0.04332034,0.116171799,0.131380341,0.005348488,0.004101273,0.260388365,550.1397886,0.828469446,0.096779456,0.035404555,0.003149726,0.041209581,0.122305571,0.1212554,0.004382764,0.003769239,0.271341463,328,0.853658537,0.109756098,0.039634146,0.00304878,0.024390244,0.115853659,0.076219512,0.00304878,0.009146341
Miguel Tejada,941,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.18,0.05,0,0.01,0.09,0.1,0.01,0,0.240799145,404.2788444,0.929648083,0.190905756,0.042853664,0.001807067,0.01430959,0.097047025,0.106362371,0.007109539,0.003988527,0.411507653,236.5691117,0.932133711,0.184067942,0.043670991,0.000772035,0.014567693,0.094300201,0.072153721,0.008321285,0.004874344,0.317365269,167,0.934131737,0.221556886,0.02994012,0,0.017964072,0.089820359,0.119760479,0.005988024,0
Bobby Abreu,945,,,,,,,,,,,,,,,,,,,,,,,,163,0.852760736,0.134969325,0.049079755,0.006134969,0.018404908,0.09202454,0.098159509,0.018404908,0.012269939,,,,,,,,,,,,0.386956641,331.1094488,0.851852643,0.137593698,0.054329945,0.003590485,0.017744405,0.108030903,0.088686535,0.029757434,0.010652307,,,,,,,,,,,
Pat Burrell,949,,,,,,,,,,,,,,,,,,,,,,,,100,0.86,0.13,0.04,0,0.03,0.11,0.11,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Byrd,950,,,,,,,,,,,,,,,,,,,,,,,,219,0.913242009,0.164383562,0.054794521,0.00456621,0.01826484,0.105022831,0.109589041,0.00456621,0.00456621,0.249408516,361.5220052,0.918294521,0.165259039,0.046562685,0.003400878,0.019168368,0.116689453,0.0946939,0.009077423,0.006021941,0.409409094,218.8112934,0.915977583,0.169573244,0.052537536,0.003223726,0.017826018,0.109151982,0.087939087,0.008018448,0.00699009,0.25388601,579,0.918825561,0.15716753,0.06044905,0.008635579,0.041450777,0.129533679,0.151986183,0.003454231,0.006908463
Matt Downs,957,,,,,,,,,,,,0.355555556,315,0.911111111,0.149206349,0.044444444,0.003174603,0.028571429,0.117460317,0.114285714,0.00952381,0.012698413,,100,0.9,0.14,0.05,0,0.03,0.1,0.11,0.01,0.01,,,,,,,,,,,,0.421169871,212.6814054,0.903571289,0.13230187,0.050080248,0.002777477,0.031861885,0.108732006,0.114203139,0.009861455,0.010857825,,,,,,,,,,,
Scott Rolen,970,,,,,,,,,,,,0.265734266,286,0.912587413,0.13986014,0.059440559,0.006993007,0.020979021,0.090909091,0.136363636,0.003496503,0.003496503,,100,0.9,0.15,0.05,0.01,0.02,0.1,0.11,0,0,0.252239416,411.3155735,0.896360831,0.146541593,0.059490044,0.003214094,0.021065169,0.114079612,0.128110724,0.006805566,0.003798731,0.30686024,315.6974651,0.903290174,0.143792032,0.058767467,0.00503285,0.024257572,0.105014591,0.107433033,0.005701358,0.00315061,,,,,,,,,,,
Jimmy Rollins,971,0.219325153,652,0.901840491,0.159509202,0.041411043,0.006134969,0.02607362,0.127300613,0.088957055,0.039877301,0.006134969,0.223549488,586,0.906143345,0.153583618,0.046075085,0.006825939,0.029010239,0.139931741,0.109215017,0.037542662,0.010238908,,631,0.89540412,0.144215531,0.047543582,0.006339144,0.025356577,0.12836767,0.091917591,0.031695721,0.009508716,0.223952683,621.5598672,0.903060289,0.143840678,0.044322326,0.00494439,0.027314737,0.135816008,0.101761187,0.036314003,0.008305679,0.220786315,632.8894669,0.900895901,0.153505919,0.044285244,0.005701054,0.028153059,0.137783582,0.104579023,0.040508073,0.008999724,0.24024024,666,0.900900901,0.160660661,0.054054054,0.003003003,0.009009009,0.097597598,0.058558559,0.033033033,0.009009009
Jason Kendall,993,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.17,0.04,0,0.01,0.09,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramis Ramirez,1002,0.232715008,593,0.905564924,0.165261383,0.053962901,0.003372681,0.040472175,0.134907251,0.160202361,0.008431703,0.001686341,0.23800738,542,0.907749077,0.149446494,0.05904059,0.003690037,0.042435424,0.127306273,0.171586716,0.007380074,0.001845018,,524,0.90648855,0.148854962,0.055343511,0.003816794,0.040076336,0.124045802,0.145038168,0.005725191,0.003816794,0.238233515,579.6833408,0.904745602,0.142544713,0.060534416,0.002856211,0.044264372,0.135685589,0.152441872,0.007209672,0.00252289,0.243177119,589.5565639,0.906413977,0.150581172,0.062644219,0.003082486,0.043517337,0.133736901,0.149868435,0.007086568,0.002216822,0.262108262,351,0.866096866,0.15954416,0.051282051,0,0.034188034,0.122507123,0.13960114,0,0.002849003
Jack Wilson,1017,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.05,0.01,0.01,0.08,0.08,0.01,0.01,0.305138717,263.4867212,0.918981589,0.159414259,0.046472501,0.003544766,0.010648659,0.090952944,0.082617388,0.01291941,0.009279539,,,,,,,,,,,,,,,,,,,,,,
Kevin Barker,1019,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.15,0.05,0,0.03,0.11,0.11,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Burroughs,1021,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.18,0.06,0,0.01,0.1,0.1,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Kotsay,1042,,,,,,,,,,,,,,,,,,,,,,,,159,0.899371069,0.157232704,0.050314465,0.006289308,0.012578616,0.081761006,0.094339623,0.006289308,0.006289308,0.353584063,280.4142218,0.911030929,0.158358928,0.043836447,0.002400273,0.013614399,0.083672273,0.10131358,0.008868988,0.006820186,0.471790695,204.6988229,0.913911349,0.168402106,0.047687355,0.00370854,0.014393868,0.082105936,0.077076387,0.006560853,0.006908001,0.608187135,171,0.906432749,0.157894737,0.011695906,0,0.005847953,0.046783626,0.070175439,0,0.011695906
Ramon Vazquez,1058,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.17,0.05,0,0.01,0.09,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Bloomquist,1066,,,,,,,,,,,,,,,,,,,,,,,,155,0.922580645,0.187096774,0.04516129,0.006451613,0.006451613,0.083870968,0.090322581,0.019354839,0.012903226,0.263864165,365.15,0.931529475,0.189631647,0.045304634,0.010883931,0.010808373,0.132919643,0.073982691,0.033197309,0.021942974,0.352417904,251.9262852,0.937102837,0.194349607,0.046152384,0.009956293,0.008513076,0.126043064,0.069217609,0.034344172,0.025012818,0.32,150,0.926666667,0.253333333,0.033333333,0.006666667,0,0.106666667,0.093333333,0,0.013333333
Mike Cameron,1070,,,,,,,,,,,,,,,,,,,,,,,,100,0.88,0.13,0.05,0,0.03,0.1,0.1,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Guillen,1079,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.15,0.05,0.01,0.02,0.11,0.11,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Podsednik,1095,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.19,0.04,0.01,0.01,0.11,0.09,0.03,0.02,0.245874681,404.8047956,0.908036615,0.188633189,0.032746346,0.007247469,0.008065731,0.111166125,0.073953904,0.035556784,0.015017041,,,,,,,,,,,,,,,,,,,,,,
Ichiro Suzuki,1101,0.233908948,637,0.952904239,0.21978022,0.043956044,0.006279435,0.014128728,0.103610675,0.120879121,0.043956044,0.007849294,,,,,,,,,,,,,598,0.933110368,0.215719064,0.038461538,0.005016722,0.011705686,0.113712375,0.091973244,0.036789298,0.011705686,0.229862617,691.5,0.936728832,0.222292601,0.041942214,0.005926434,0.014568533,0.104225539,0.07982035,0.046708945,0.010574804,0.246288626,652.2834711,0.939207099,0.21276988,0.039536839,0.006063848,0.011908034,0.117138023,0.06825252,0.043815189,0.011193579,0.27027027,555,0.936936937,0.2,0.027027027,0.005405405,0.012612613,0.102702703,0.063063063,0.036036036,0.007207207
Barry Bonds,1109,0.236111111,432,0.851851852,0.148148148,0.048611111,0,0.048611111,0.168981481,0.185185185,0.020833333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Feliz,1112,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.04,0,0.02,0.09,0.09,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Estrada,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433940106,85.15,0.888408545,0.128144271,0.040817459,0.003096079,0.016891477,0.096661952,0.096467815,0.011247164,0.004844123,,,,,,,,,,,,0.525,40,0.85,0.15,0.025,0,0,0.025,0.05,0,0
Cody Ransom,1126,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.11,0.05,0,0.03,0.1,0.1,0.01,0,0.265264295,421.2779561,0.892203365,0.121415977,0.04969184,0.003585356,0.029699349,0.131565953,0.139592122,0.009911327,0.005316702,0.319103286,258.1452574,0.882366213,0.1048427,0.047470404,0.002765125,0.032932226,0.10632508,0.113578931,0.008899134,0.0046194,0.321243523,193,0.875647668,0.062176166,0.051813472,0.005181347,0.046632124,0.10880829,0.103626943,0,0
Yorvit Torrealba,1135,,,,,,,,,,,,0.271812081,298,0.912751678,0.177852349,0.046979866,0,0.020134228,0.087248322,0.090604027,0.010067114,0.006711409,,100,0.9,0.16,0.05,0,0.02,0.09,0.1,0.01,0,0.265961929,349.110116,0.908031818,0.175310898,0.050959816,0.001969151,0.021209881,0.10122065,0.088554963,0.008206203,0.00676714,0.283882203,262.1686013,0.912173685,0.169329312,0.050089006,0.001072751,0.018747251,0.094452388,0.086102454,0.007555045,0.006587667,0.31122449,196,0.913265306,0.178571429,0.040816327,0,0,0.051020408,0.081632653,0,0
Rick Ankiel,1142,,,,,,,,,,,,,,,,,,,,,,,,195,0.902564103,0.128205128,0.046153846,0.005128205,0.030769231,0.107692308,0.107692308,0.01025641,0.005128205,0.302001943,276.6693704,0.912169219,0.124072819,0.05284881,0.003923656,0.028915586,0.113261179,0.097709378,0.013400559,0.007659405,0.32079452,265.8316724,0.903429213,0.124393489,0.051924183,0.003807756,0.027272924,0.110660205,0.106660617,0.01537981,0.008662368,0.330882353,136,0.941176471,0.066176471,0.051470588,0.007352941,0.051470588,0.095588235,0.132352941,0,0.007352941
J.D. Drew,1152,,,,,,,,,,,,,,,,,,,,,,,,100,0.87,0.14,0.05,0,0.03,0.12,0.11,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Romine,1159,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.18,0.03,0.01,0.01,0.1,0.09,0.05,0.02,0.249038919,484.6323137,0.903857346,0.172046216,0.024342141,0.00523249,0.007267042,0.118103801,0.070863557,0.038674455,0.020225559,0.338798447,192.8761905,0.903005495,0.175940473,0.025856605,0.005855981,0.007501556,0.106364674,0.046564593,0.038909756,0.015425672,0.382113821,123,0.87804878,0.203252033,0.024390244,0,0,0.073170732,0.081300813,0.008130081,0
Chris Valaika,1165,,,,,,,,,,,,,,,,,,,,,,,,268,0.929104478,0.160447761,0.044776119,0.003731343,0.018656716,0.085820896,0.100746269,0.003731343,0.003731343,0.262847251,451.4860802,0.938557769,0.164391271,0.045907788,0.002863061,0.013513998,0.09180863,0.088514735,0.00512594,0.004646377,0.491283905,241.5545755,0.929648852,0.164956855,0.046140072,0.004382142,0.013869455,0.094147336,0.075159889,0.005046679,0.005048776,0.314285714,70,0.914285714,0.114285714,0.071428571,0,0.014285714,0.057142857,0.128571429,0,0
