name,url,team,pos,owner,orank,rank,owned
Jake Marisnick,http://sports.yahoo.com/mlb/players/9340,Hou,OF,FA,1158,940,2%
Ryan Raburn,http://sports.yahoo.com/mlb/players/7454,Cle,OF,FA,1159,1053,0%
Jose Tabata,http://sports.yahoo.com/mlb/players/8647,Pit,OF,FA,1160,1017,0%
Adam Rosales,http://sports.yahoo.com/mlb/players/8320,Tex,1B/2B/3B,FA,1161,959,0%
Andrew Romine,http://sports.yahoo.com/mlb/players/8842,Det,2B/SS,FA,1164,966,0%
Josmil Pinto,http://sports.yahoo.com/mlb/players/9505,Min,C,FA,1165,978,1%
Daniel Robertson,http://sports.yahoo.com/mlb/players/9681,LAA,OF,FA,1167,947,0%
Ryan Sweeney,http://sports.yahoo.com/mlb/players/7858,ChC,OF,FA,1168,993,0%
Carlos Corporan,http://sports.yahoo.com/mlb/players/8462,Tex,C,FA,1170,980,0%
Jackie Bradley Jr.,http://sports.yahoo.com/mlb/players/9338,Bos,OF,FA,1171,968,1%
Skip Schumaker,http://sports.yahoo.com/mlb/players/7567,Cin,2B/OF,FA,1172,1011,0%
Francisco Cervelli,http://sports.yahoo.com/mlb/players/8387,Pit,C/1B,FA,1173,985,2%
Cody Ross,http://sports.yahoo.com/mlb/players/7053,Ari,OF,FA,1174,1048,0%
Hank Conger,http://sports.yahoo.com/mlb/players/8825,Hou,C,FA,1175,1004,0%
Cliff Pennington,http://sports.yahoo.com/mlb/players/8324,Ari,2B/3B/SS,FA,1177,996,0%
Anthony Recker,http://sports.yahoo.com/mlb/players/9023,NYM,C,FA,1178,994,0%
Don Kelly,http://sports.yahoo.com/mlb/players/7998,Mia,1B/3B/OF,FA,1179,1015,0%
Ryan Doumit,http://sports.yahoo.com/mlb/players/7564,Atl,OF,FA,1181,1077,0%
Nate McLouth,http://sports.yahoo.com/mlb/players/7513,Was,OF,FA,1182,1190,0%
Kirk Nieuwenhuis,http://sports.yahoo.com/mlb/players/9152,NYM,OF,FA,1183,988,0%
Stephen Drew,http://sports.yahoo.com/mlb/players/7560,NYY,2B/SS,FA,1184,1120,2%
Aaron Hicks,http://sports.yahoo.com/mlb/players/9325,Min,OF,FA,1185,1025,1%
Reed Johnson,http://sports.yahoo.com/mlb/players/7118,Mia,OF,FA,1186,990,0%
Daniel Descalso,http://sports.yahoo.com/mlb/players/8831,Col,2B/3B/SS,FA,1187,1060,0%
Ryan Hanigan,http://sports.yahoo.com/mlb/players/8127,Bos,C,FA,1188,984,1%
Tommy La Stella,http://sports.yahoo.com/mlb/players/9545,ChC,2B,FA,1189,972,1%
Ed Lucas,http://sports.yahoo.com/mlb/players/9412,Tex,2B/SS,FA,1190,1050,0%
Ramon Santiago,http://sports.yahoo.com/mlb/players/6933,Tor,2B/3B/SS,A-Rods Dope Supplier,1191,1010,0%
Eric Chavez,http://sports.yahoo.com/mlb/players/6114,Ari,3B,FA,1192,1083,0%
Willie Bloomquist,http://sports.yahoo.com/mlb/players/6636,Sea,1B/2B/3B/SS,FA,1193,1021,0%
Steve Tolleson,http://sports.yahoo.com/mlb/players/8719,Tor,2B/3B,FA,1194,983,0%
Darin Ruf,http://sports.yahoo.com/mlb/players/9279,Phi,1B/OF,FA,1195,1073,1%
Kevin Frandsen,http://sports.yahoo.com/mlb/players/7749,Was,1B/2B/3B/OF,FA,1196,1030,0%
Carlos Quentin,http://sports.yahoo.com/mlb/players/7485,SD,OF,FA,1197,1111,1%
Caleb Joseph,http://sports.yahoo.com/mlb/players/9699,Bal,C,FA,1198,982,0%
Kyle Blanks,http://sports.yahoo.com/mlb/players/8413,Tex,1B,FA,1199,1063,0%
Matt den Dekker,http://sports.yahoo.com/mlb/players/9504,NYM,OF,FA,1200,1007,0%
Jake Smolinski,http://sports.yahoo.com/mlb/players/9760,Tex,OF,FA,1201,998,1%
Eric Campbell,http://sports.yahoo.com/mlb/players/9700,NYM,1B/3B/OF,FA,1202,999,0%
Mike Olt,http://sports.yahoo.com/mlb/players/9254,ChC,1B/3B,FA,1203,992,1%
Nate Freiman,http://sports.yahoo.com/mlb/players/9352,Oak,1B,FA,1204,1033,0%
Jose Lobaton,http://sports.yahoo.com/mlb/players/8521,Was,C,FA,1205,1074,0%
Abraham Almonte,http://sports.yahoo.com/mlb/players/9506,SD,OF,FA,1206,1020,0%
J.B. Shuck,http://sports.yahoo.com/mlb/players/9009,CWS,OF,FA,1207,1174,0%
Michael Choice,http://sports.yahoo.com/mlb/players/9510,Tex,OF,FA,1208,1001,1%
Joaquin Arias,http://sports.yahoo.com/mlb/players/7880,SF,1B/2B/3B/SS,FA,1209,1034,0%
Moises Sierra,http://sports.yahoo.com/mlb/players/9251,KC,OF,FA,1210,1031,0%
Nick Punto,http://sports.yahoo.com/mlb/players/6793,Ari,2B/SS,FA,1211,1061,0%
Andrew Susac,http://sports.yahoo.com/mlb/players/9131,SF,C,FA,1212,1008,1%
Erik Kratz,http://sports.yahoo.com/mlb/players/8760,KC,C,FA,1213,1054,0%
A.J. Ellis,http://sports.yahoo.com/mlb/players/8373,LAD,C,FA,1214,1107,1%
Jordan Danks,http://sports.yahoo.com/mlb/players/8682,Phi,OF,FA,1215,1046,0%
Chris Taylor,http://sports.yahoo.com/mlb/players/9771,Sea,SS,FA,1216,1012,1%
Kevin Pillar,http://sports.yahoo.com/mlb/players/9490,Tor,OF,FA,1217,1028,0%
Zach Walters,http://sports.yahoo.com/mlb/players/9525,Cle,OF,FA,1218,1013,0%
Donnie Murphy,http://sports.yahoo.com/mlb/players/7459,Mil,1B/2B,FA,1219,1087,0%
Cameron Maybin,http://sports.yahoo.com/mlb/players/7684,SD,OF,FA,1220,1019,1%
Will Middlebrooks,http://sports.yahoo.com/mlb/players/9109,SD,3B,FA,1221,1142,2%
John Buck,http://sports.yahoo.com/mlb/players/7056,Atl,C,FA,1222,1148,0%
Jimmy Paredes,http://sports.yahoo.com/mlb/players/9005,Bal,3B,FA,1223,1026,0%
Mark Ellis,http://sports.yahoo.com/mlb/players/6899,StL,2B,FA,1224,1162,0%
Martin Maldonado,http://sports.yahoo.com/mlb/players/9045,Mil,C,FA,1225,1029,0%
Ryan Rua,http://sports.yahoo.com/mlb/players/9801,Tex,1B/OF,FA,1226,1018,2%
Charlie Culberson,http://sports.yahoo.com/mlb/players/9183,Col,2B/3B/SS,FA,1227,1062,0%
Chris Stewart,http://sports.yahoo.com/mlb/players/7857,Pit,C,FA,1228,1071,0%
Geovany Soto,http://sports.yahoo.com/mlb/players/7662,CWS,C,FA,1229,1100,0%
Tyler Moore,http://sports.yahoo.com/mlb/players/9170,Was,1B,FA,1230,1070,0%
Tyler Colvin,http://sports.yahoo.com/mlb/players/8605,Mia,OF,FA,1231,1035,0%
Marc Krauss,http://sports.yahoo.com/mlb/players/9437,LAA,1B/OF,FA,1232,1049,0%
Ben Paulsen,http://sports.yahoo.com/mlb/players/9770,Col,1B,FA,1233,1032,0%
Chris Dickerson,http://sports.yahoo.com/mlb/players/8323,Tor,OF,FA,1235,1084,0%
Brandon Hicks,http://sports.yahoo.com/mlb/players/8725,SF,2B,FA,1236,1027,0%
David Ross,http://sports.yahoo.com/mlb/players/6956,ChC,C,FA,1237,1058,0%
Mike Carp,http://sports.yahoo.com/mlb/players/8512,Was,1B/OF,FA,1238,1188,0%
Andy Dirks,http://sports.yahoo.com/mlb/players/8927,Tor,OF,FA,1240,-,0%
Kevin Kouzmanoff,http://sports.yahoo.com/mlb/players/7864,Tex,3B,FA,1241,1040,0%
Jordan Pacheco,http://sports.yahoo.com/mlb/players/9067,Ari,C/1B,FA,1242,1080,0%
Gregorio Petit,http://sports.yahoo.com/mlb/players/8250,Hou,3B/SS,FA,1243,1039,0%
Grant Green,http://sports.yahoo.com/mlb/players/8866,LAA,2B/OF,FA,1244,1078,1%
Efren Navarro,http://sports.yahoo.com/mlb/players/9051,LAA,1B/OF,FA,1245,1045,0%
Cory Spangenberg,http://sports.yahoo.com/mlb/players/9102,SD,3B,FA,1246,1044,1%
Kike Hernandez,http://sports.yahoo.com/mlb/players/9754,LAD,OF,FA,1247,1038,0%
Jake Lamb,http://sports.yahoo.com/mlb/players/9781,Ari,3B,FA,1248,1042,1%
Travis Ishikawa,http://sports.yahoo.com/mlb/players/7734,SF,1B,FA,1249,1036,0%
Wil Nieves,http://sports.yahoo.com/mlb/players/6968,SD,C,FA,1250,1108,0%
Ramiro Pena,http://sports.yahoo.com/mlb/players/8441,SD,2B/3B/SS,FA,1251,1089,0%
Corey Hart,http://sports.yahoo.com/mlb/players/7336,Pit,OF,FA,1252,1037,1%
Christian Vazquez,http://sports.yahoo.com/mlb/players/9762,Bos,C,FA,1253,1047,2%
Nolan Reimold,http://sports.yahoo.com/mlb/players/8191,Bal,OF,FA,1254,1082,0%
Elian Herrera,http://sports.yahoo.com/mlb/players/9184,Mil,3B/SS/OF,FA,1255,1051,0%
Marco Scutaro,http://sports.yahoo.com/mlb/players/6966,SF,2B,FA,1256,1283,0%
Luis Sardinas,http://sports.yahoo.com/mlb/players/9679,Mil,2B/SS,FA,1257,1052,0%
Hector Sanchez,http://sports.yahoo.com/mlb/players/8972,SF,C,FA,1258,1079,0%
Phil Gosselin,http://sports.yahoo.com/mlb/players/9492,Atl,2B/3B/SS,FA,1259,1057,0%
Clint Barmes,http://sports.yahoo.com/mlb/players/7231,SD,2B/SS,FA,1260,1086,0%
Freddy Galvis,http://sports.yahoo.com/mlb/players/9132,Phi,3B/SS,FA,1261,1094,0%
Nick Franklin,http://sports.yahoo.com/mlb/players/9115,TB,2B/SS,FA,1262,1192,2%
Ezequiel Carrera,http://sports.yahoo.com/mlb/players/8673,Tor,OF,FA,1263,1059,0%
Nyjer Morgan,http://sports.yahoo.com/mlb/players/8116,Cle,OF,FA,1264,1056,0%
Jonathan Herrera,http://sports.yahoo.com/mlb/players/8235,ChC,3B/SS,FA,1265,1114,0%
Jason Kubel,http://sports.yahoo.com/mlb/players/7425,Min,OF,FA,1266,1103,0%
Dan Uggla,http://sports.yahoo.com/mlb/players/7692,Was,2B,FA,1268,1222,0%
Chris Valaika,http://sports.yahoo.com/mlb/players/8793,ChC,1B/2B/3B,FA,1270,1072,0%
Jose Iglesias,http://sports.yahoo.com/mlb/players/8848,Det,3B/SS,FA,1271,-,4%
Rafael Ynoa,http://sports.yahoo.com/mlb/players/9812,Col,3B,FA,1272,1069,0%
Justin Bour,http://sports.yahoo.com/mlb/players/9723,Mia,1B,FA,1273,1068,0%
Steve Lombardozzi,http://sports.yahoo.com/mlb/players/9038,Pit,2B,FA,1274,1140,0%
Jordany Valdespin,http://sports.yahoo.com/mlb/players/9161,Mia,2B/OF,FA,1275,1102,0%
Bryan Holaday,http://sports.yahoo.com/mlb/players/9208,Det,C,FA,1276,1085,0%
Jesus Guzman,http://sports.yahoo.com/mlb/players/8484,Hou,1B/OF,FA,1277,1177,0%
Cesar Hernandez,http://sports.yahoo.com/mlb/players/9411,Phi,2B/3B,FA,1278,1112,0%
L.J. Hoes,http://sports.yahoo.com/mlb/players/9307,Hou,OF,FA,1279,1150,0%
Tony Sanchez,http://sports.yahoo.com/mlb/players/9394,Pit,C,FA,1280,1097,0%
Christian Colon,http://sports.yahoo.com/mlb/players/9752,KC,2B,FA,1281,1076,0%
Andrew Brown,http://sports.yahoo.com/mlb/players/8966,Oak,OF,FA,1282,1144,0%
Pedro Florimon,http://sports.yahoo.com/mlb/players/9069,Pit,SS,FA,1283,1291,0%
Randal Grichuk,http://sports.yahoo.com/mlb/players/9689,StL,OF,FA,1284,1081,1%
Logan Schafer,http://sports.yahoo.com/mlb/players/9046,Mil,OF,FA,1285,1163,0%
Maicer Izturis,http://sports.yahoo.com/mlb/players/7420,Tor,2B,FA,1286,1179,0%
Josh Phegley,http://sports.yahoo.com/mlb/players/9452,Oak,C,FA,1287,1118,0%
Ryan Wheeler,http://sports.yahoo.com/mlb/players/9244,LAA,3B,FA,1288,1093,0%
Scott Hairston,http://sports.yahoo.com/mlb/players/7046,Was,OF,FA,1289,1167,0%
Brett Wallace,http://sports.yahoo.com/mlb/players/8416,SD,1B/3B,FA,1290,-,0%
Rymer Liriano,http://sports.yahoo.com/mlb/players/9621,SD,OF,FA,1291,1088,1%
George Kottaras,http://sports.yahoo.com/mlb/players/7941,CWS,C,FA,1292,1123,0%
John Ryan Murphy,http://sports.yahoo.com/mlb/players/9509,NYY,C,FA,1293,1090,0%
Ryan Kalish,http://sports.yahoo.com/mlb/players/8626,ChC,OF,FA,1294,1092,0%
Jake Goebbert,http://sports.yahoo.com/mlb/players/8881,SD,1B,FA,1295,1091,0%
Justin Maxwell,http://sports.yahoo.com/mlb/players/8124,SF,OF,FA,1296,1252,0%
Juan Pierre,http://sports.yahoo.com/mlb/players/6550,Mia,OF,FA,1297,-,0%
Leury Garcia,http://sports.yahoo.com/mlb/players/9345,CWS,2B/3B/OF,FA,1298,1109,0%
Pedro Ciriaco,http://sports.yahoo.com/mlb/players/8822,Atl,2B,FA,1299,1137,0%
Chris Gimenez,http://sports.yahoo.com/mlb/players/8504,Tex,C/1B,FA,1300,1096,0%
Luke Scott,http://sports.yahoo.com/mlb/players/7521,TB,Util,FA,1301,-,0%
Pete Kozma,http://sports.yahoo.com/mlb/players/8934,StL,Util,FA,1302,1183,0%
Dilson Herrera,http://sports.yahoo.com/mlb/players/9800,NYM,2B,FA,1303,1099,1%
Tony Campana,http://sports.yahoo.com/mlb/players/8933,CWS,OF,FA,1304,1134,0%
Jeff Keppinger,http://sports.yahoo.com/mlb/players/7414,CWS,3B,FA,1305,-,0%
Chris Nelson,http://sports.yahoo.com/mlb/players/8592,Phi,3B,FA,1306,1158,0%
Cole Gillespie,http://sports.yahoo.com/mlb/players/8678,Mia,OF,FA,1307,1106,0%
Yuniesky Betancourt,http://sports.yahoo.com/mlb/players/7511,Mil,1B/3B,FA,1308,-,0%
Logan Watkins,http://sports.yahoo.com/mlb/players/9481,ChC,2B,FA,1309,1101,0%
Tony Cruz,http://sports.yahoo.com/mlb/players/8938,StL,C,FA,1310,1116,0%
Brennan Boesch,http://sports.yahoo.com/mlb/players/8713,Cin,OF,FA,1311,1135,0%
Jemile Weeks,http://sports.yahoo.com/mlb/players/8956,Bos,2B,FA,1312,1110,0%
Travis Hafner,http://sports.yahoo.com/mlb/players/6980,NYY,1B,FA,1313,-,0%
Roberto Perez,http://sports.yahoo.com/mlb/players/9761,Cle,C,FA,1314,1105,0%
Eric Fryer,http://sports.yahoo.com/mlb/players/8975,Min,C,FA,1315,1121,0%
Matt Tuiasosopo,http://sports.yahoo.com/mlb/players/8367,Bal,3B/OF,FA,1316,-,0%
Franklin Gutierrez,http://sports.yahoo.com/mlb/players/7644,Sea,OF,FA,1317,-,0%
Josh Wilson,http://sports.yahoo.com/mlb/players/7663,Det,2B,FA,1318,1127,0%
Chris Getz,http://sports.yahoo.com/mlb/players/8321,Tor,2B,FA,1319,1245,0%
Jason Bay,http://sports.yahoo.com/mlb/players/7143,Sea,OF,FA,1320,-,0%
Stefen Romero,http://sports.yahoo.com/mlb/players/9644,Sea,OF,FA,1321,1113,0%
Matt McBride,http://sports.yahoo.com/mlb/players/9260,Col,1B,FA,1322,1117,0%
Andres Torres,http://sports.yahoo.com/mlb/players/6901,Bos,OF,FA,1323,-,0%
Terrance Gore,http://sports.yahoo.com/mlb/players/9804,KC,Util,FA,1324,1124,0%
Jurickson Profar,http://sports.yahoo.com/mlb/players/9112,Tex,2B/SS,FA,1325,-,5%
Josh Thole,http://sports.yahoo.com/mlb/players/8569,Tor,C,FA,1326,1126,0%
Matt Clark,http://sports.yahoo.com/mlb/players/9832,Mil,1B,FA,1327,1122,0%
Johnny Giavotella,http://sports.yahoo.com/mlb/players/9010,LAA,2B,FA,1328,1132,0%
Placido Polanco,http://sports.yahoo.com/mlb/players/6049,Mia,2B/3B,FA,1329,-,0%
Ehire Adrianza,http://sports.yahoo.com/mlb/players/9521,SF,2B/SS,FA,1330,1138,0%
Dan Johnson,http://sports.yahoo.com/mlb/players/7436,Hou,1B,FA,1331,1119,0%
Chris Herrmann,http://sports.yahoo.com/mlb/players/9309,Min,OF,FA,1332,1175,0%
Roger Bernadina,http://sports.yahoo.com/mlb/players/8288,Col,OF,FA,1333,1166,0%
Adrian Nieto,http://sports.yahoo.com/mlb/players/9647,CWS,C,FA,1334,1125,0%
Jim Adduci,http://sports.yahoo.com/mlb/players/9512,Tex,OF,FA,1335,1131,0%
Nick Evans,http://sports.yahoo.com/mlb/players/8258,Ari,Util,FA,1336,1129,0%
Drew Butera,http://sports.yahoo.com/mlb/players/8696,LAA,C,FA,1337,1115,0%
Christian Bethancourt,http://sports.yahoo.com/mlb/players/9530,Atl,C,FA,1338,1128,2%
Gerald Laird,http://sports.yahoo.com/mlb/players/7129,Ari,C,FA,1339,1181,0%
Antoan Richardson,http://sports.yahoo.com/mlb/players/9056,Tex,OF,FA,1340,1133,0%
Brian Bogusevic,http://sports.yahoo.com/mlb/players/8797,Phi,OF,FA,1341,-,0%
Tomas Telis,http://sports.yahoo.com/mlb/players/9797,Tex,C,FA,1342,1130,0%
Matt Duffy,http://sports.yahoo.com/mlb/players/9775,SF,2B/SS,FA,1343,1136,0%
Jeff Mathis,http://sports.yahoo.com/mlb/players/7296,Mia,C,FA,1344,1161,0%
Jose Pirela,http://sports.yahoo.com/mlb/players/9843,NYY,2B,FA,1345,1141,0%
Garin Cecchini,http://sports.yahoo.com/mlb/players/9550,Bos,3B,FA,1346,1139,1%
Xavier Paul,http://sports.yahoo.com/mlb/players/8467,Phi,OF,FA,1347,1294,0%
Elliot Johnson,http://sports.yahoo.com/mlb/players/8204,Tex,OF,FA,1348,1301,0%
Miguel Tejada,http://sports.yahoo.com/mlb/players/5888,Mia,2B/3B,FA,1349,-,0%
Chone Figgins,http://sports.yahoo.com/mlb/players/6986,LAD,3B,FA,1350,1143,0%
J.T. Realmuto,http://sports.yahoo.com/mlb/players/9718,Mia,C,FA,1351,1145,0%
Ryan Goins,http://sports.yahoo.com/mlb/players/9499,Tor,2B/SS,FA,1352,1173,0%
Daric Barton,http://sports.yahoo.com/mlb/players/7635,Tor,1B,FA,1353,1218,0%
Matt Szczur,http://sports.yahoo.com/mlb/players/9791,ChC,OF,FA,1354,1147,0%
Ian Stewart,http://sports.yahoo.com/mlb/players/7993,Was,3B,FA,1355,1146,0%
Carlos Pena,http://sports.yahoo.com/mlb/players/6621,Tex,1B,FA,1356,1289,0%
Reid Brignac,http://sports.yahoo.com/mlb/players/7983,Mia,3B,FA,1357,1149,0%
Dalton Pompey,http://sports.yahoo.com/mlb/players/9822,Tor,OF,FA,1358,1152,9%
Adam Duvall,http://sports.yahoo.com/mlb/players/9747,SF,1B,FA,1359,1151,0%
Steve Clevenger,http://sports.yahoo.com/mlb/players/9087,Bal,C,FA,1360,1154,0%
Andres Blanco,http://sports.yahoo.com/mlb/players/7313,Phi,3B,FA,1361,1153,0%
Omar Quintanilla,http://sports.yahoo.com/mlb/players/7615,Col,SS,FA,1362,1224,0%
Quintin Berry,http://sports.yahoo.com/mlb/players/9194,Bos,OF,FA,1363,1194,0%
Jason Giambi,http://sports.yahoo.com/mlb/players/5386,Cle,Util,FA,1364,1263,0%
Carlos Rivero,http://sports.yahoo.com/mlb/players/9796,Sea,3B,FA,1365,1156,0%
Cole Figueroa,http://sports.yahoo.com/mlb/players/9705,NYY,2B,FA,1366,1155,0%
Carlos Sanchez,http://sports.yahoo.com/mlb/players/9765,CWS,2B,FA,1367,1157,0%
Bryce Brentz,http://sports.yahoo.com/mlb/players/9845,Bos,OF,FA,1368,1160,0%
Tyler Holt,http://sports.yahoo.com/mlb/players/9756,Cle,OF,FA,1369,1159,0%
Billy Burns,http://sports.yahoo.com/mlb/players/9773,Oak,Util,FA,1370,1164,0%
Max Stassi,http://sports.yahoo.com/mlb/players/9496,Hou,C,FA,1371,1169,0%
Jeff Bianchi,http://sports.yahoo.com/mlb/players/9234,Bos,3B/SS,FA,1372,1269,0%
Tyler Collins,http://sports.yahoo.com/mlb/players/9649,Det,OF,FA,1373,1168,0%
Zelous Wheeler,http://sports.yahoo.com/mlb/players/9755,NYY,3B/OF,FA,1374,1165,0%
Michael A. Taylor,http://sports.yahoo.com/mlb/players/9784,Was,OF,FA,1375,1170,2%
Tony Abreu,http://sports.yahoo.com/mlb/players/8033,SF,Util,FA,1376,1281,0%
Scott Sizemore,http://sports.yahoo.com/mlb/players/8612,Mia,Util,FA,1377,1171,0%
Miguel Olivo,http://sports.yahoo.com/mlb/players/7028,LAD,C,FA,1378,1193,0%
Ronny Cedeno,http://sports.yahoo.com/mlb/players/7527,SF,Util,FA,1379,1299,0%
Nick Ahmed,http://sports.yahoo.com/mlb/players/9751,Ari,SS,FA,1380,1172,0%
Juan Perez,http://sports.yahoo.com/mlb/players/9428,SF,OF,FA,1381,1201,0%
Trevor Crowe,http://sports.yahoo.com/mlb/players/7918,Det,OF,FA,1382,-,0%
Sean Halton,http://sports.yahoo.com/mlb/players/9445,Bal,1B,FA,1383,-,0%
Josh Satin,http://sports.yahoo.com/mlb/players/9044,Cin,1B,FA,1384,1313,0%
Jesus Montero,http://sports.yahoo.com/mlb/players/8638,Sea,Util,FA,1385,1196,1%
Shane Robinson,http://sports.yahoo.com/mlb/players/8468,Min,OF,FA,1386,1306,0%
Xavier Nady,http://sports.yahoo.com/mlb/players/6610,Sea,OF,FA,1387,1178,0%
Alexi Casilla,http://sports.yahoo.com/mlb/players/7855,TB,Util,FA,1388,1280,0%
Jayson Nix,http://sports.yahoo.com/mlb/players/8168,KC,2B/3B,FA,1389,1319,0%
Caleb Gindl,http://sports.yahoo.com/mlb/players/9435,Tor,OF,FA,1390,1295,0%
Clint Robinson,http://sports.yahoo.com/mlb/players/9211,Was,1B,FA,1391,1182,0%
Austin Romine,http://sports.yahoo.com/mlb/players/9082,NYY,C,FA,1392,1216,0%
Miguel Rojas,http://sports.yahoo.com/mlb/players/9726,Mia,3B/SS,FA,1393,1176,0%
Doug Bernier,http://sports.yahoo.com/mlb/players/8274,Min,Util,FA,1394,1214,0%
Joey Terdoslavich,http://sports.yahoo.com/mlb/players/9451,Atl,1B/OF,FA,1395,1204,0%
Jason Bourgeois,http://sports.yahoo.com/mlb/players/8377,Cin,OF,FA,1396,1189,0%
Alfredo Marte,http://sports.yahoo.com/mlb/players/9354,LAA,OF,FA,1397,1180,0%
Zoilo Almonte,http://sports.yahoo.com/mlb/players/9436,Atl,OF,FA,1398,1231,0%
Jorge Polanco,http://sports.yahoo.com/mlb/players/9750,Min,SS,FA,1399,1184,0%
Jerry Hairston Jr.,http://sports.yahoo.com/mlb/players/6127,LAD,3B/OF,FA,1400,-,0%
Shawn O'Malley,http://sports.yahoo.com/mlb/players/9814,Sea,OF,FA,1401,1185,0%
Matt Davidson,http://sports.yahoo.com/mlb/players/9337,CWS,3B,FA,1402,-,0%
Humberto Quintero,http://sports.yahoo.com/mlb/players/7235,Bos,C,FA,1403,1244,0%
Brad Snyder,http://sports.yahoo.com/mlb/players/8100,Tex,1B,FA,1404,1186,0%
Jamey Carroll,http://sports.yahoo.com/mlb/players/7024,Was,2B/3B,FA,1405,-,0%
Ryan Roberts,http://sports.yahoo.com/mlb/players/7826,KC,3B,FA,1406,1300,0%
Andrew Lambo,http://sports.yahoo.com/mlb/players/9489,Pit,OF,FA,1407,1209,0%
Jackson Williams,http://sports.yahoo.com/mlb/players/9744,LAA,C,FA,1408,1191,0%
Jake Elmore,http://sports.yahoo.com/mlb/players/9268,TB,Util,FA,1409,1277,0%
Jerry Sands,http://sports.yahoo.com/mlb/players/8907,Cle,Util,FA,1410,1195,0%
Tuffy Gosewisch,http://sports.yahoo.com/mlb/players/9479,Ari,C,FA,1411,1187,0%
Kevin Youkilis,http://sports.yahoo.com/mlb/players/7049,NYY,1B/3B,FA,1412,-,0%
Gary Brown,http://sports.yahoo.com/mlb/players/9117,SF,OF,FA,1413,1199,0%
Andy Marte,http://sports.yahoo.com/mlb/players/7291,Ari,3B,FA,1414,1197,0%
Yorvit Torrealba,http://sports.yahoo.com/mlb/players/6795,ChC,C,FA,1415,-,0%
Hernan Perez,http://sports.yahoo.com/mlb/players/9213,Det,Util,FA,1416,1241,0%
Darin Mastroianni,http://sports.yahoo.com/mlb/players/9026,Phi,OF,FA,1417,1211,0%
Steven Moya,http://sports.yahoo.com/mlb/players/9816,Det,OF,FA,1418,1202,1%
James McCann,http://sports.yahoo.com/mlb/players/9818,Det,C,FA,1419,1203,0%
Dean Anna,http://sports.yahoo.com/mlb/players/9654,StL,SS,FA,1420,1200,0%
Tyler Pastornicky,http://sports.yahoo.com/mlb/players/9090,Atl,2B,FA,1421,1227,0%
Kelly Shoppach,http://sports.yahoo.com/mlb/players/7493,Cle,C,FA,1422,-,0%
Luis Jimenez,http://sports.yahoo.com/mlb/players/9367,Mil,3B,FA,1423,1271,0%
Alex Gonzalez,http://sports.yahoo.com/mlb/players/6077,Det,SS,FA,1424,1229,0%
Eury Perez,http://sports.yahoo.com/mlb/players/9290,Atl,OF,FA,1425,1213,0%
Jesus Sucre,http://sports.yahoo.com/mlb/players/9404,Sea,C,FA,1426,1206,0%
Yorman Rodriguez,http://sports.yahoo.com/mlb/players/9819,Cin,OF,FA,1427,1212,0%
Tony Gwynn Jr.,http://sports.yahoo.com/mlb/players/7814,Was,OF,FA,1428,1198,0%
Carlos Peguero,http://sports.yahoo.com/mlb/players/8908,Tex,OF,FA,1429,1230,0%
Erisbel Arruebarrena,http://sports.yahoo.com/mlb/players/9710,LAD,SS,FA,1430,1210,0%
Jeff Kobernus,http://sports.yahoo.com/mlb/players/9406,Was,2B,FA,1431,1251,0%
Greg Dobbs,http://sports.yahoo.com/mlb/players/7439,Was,1B,FA,1432,1310,0%
Danny Worth,http://sports.yahoo.com/mlb/players/8732,Ari,SS,FA,1433,1207,0%
Chad Tracy,http://sports.yahoo.com/mlb/players/7047,LAA,1B/3B,FA,1434,-,0%
Engel Beltre,http://sports.yahoo.com/mlb/players/9441,CWS,OF,FA,1435,-,0%
Taylor Teagarden,http://sports.yahoo.com/mlb/players/8306,ChC,C,FA,1436,1219,0%
Chase d'Arnaud,http://sports.yahoo.com/mlb/players/8974,Phi,SS,FA,1437,1217,0%
Dewayne Wise,http://sports.yahoo.com/mlb/players/6442,CWS,OF,FA,1438,-,0%
David Adams,http://sports.yahoo.com/mlb/players/9395,Mia,2B/3B,FA,1439,-,0%
Jack Hannahan,http://sports.yahoo.com/mlb/players/7774,Cin,1B,FA,1440,1270,0%
Nick Noonan,http://sports.yahoo.com/mlb/players/9353,NYY,2B,FA,1441,-,0%
Ryan Lavarnway,http://sports.yahoo.com/mlb/players/9020,Bal,1B,FA,1442,1304,0%
Jason Bartlett,http://sports.yahoo.com/mlb/players/7388,Min,OF,FA,1443,1221,0%
Francisco Peguero,http://sports.yahoo.com/mlb/players/9276,Bal,OF,FA,1444,-,0%
Cameron Rupp,http://sports.yahoo.com/mlb/players/9520,Phi,C,FA,1445,1228,0%
Rob Brantly,http://sports.yahoo.com/mlb/players/9265,CWS,C,FA,1446,-,0%
Henry Urrutia,http://sports.yahoo.com/mlb/players/9465,Bal,OF,FA,1447,-,0%
Jonathan Diaz,http://sports.yahoo.com/mlb/players/9447,Tor,SS,FA,1448,1226,0%
Adam Moore,http://sports.yahoo.com/mlb/players/8597,Cle,C,FA,1449,1237,0%
Curt Casali,http://sports.yahoo.com/mlb/players/9766,TB,C,FA,1450,1220,0%
Maikel Franco,http://sports.yahoo.com/mlb/players/9609,Phi,3B,FA,1451,1225,4%
Carlos Triunfel,http://sports.yahoo.com/mlb/players/9303,SF,SS,FA,1452,1208,0%
